candidate_id	candidate	side	item_type	group	band	level	maxlevel	levelreq	frequency	source_apex_line	source_apex_name	source_apex_level	source_apex_maxlevel	source_apex_levelreq	source_apex_frequency
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	tpot	140	early	50	65	31	1	348	Pestilent	50		37	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	tpot	140	mid	66	80	31	1	348	Pestilent	50		37	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	tpot	140	late	81		31	2	348	Pestilent	50		37	2
greater-divine	Greater Divine	prefix	tpot	142	early	50	65	31	1	110	Divine	45		37	2
greater-divine	Greater Divine	prefix	tpot	142	mid	66	80	31	1	110	Divine	45		37	2
greater-divine	Greater Divine	prefix	tpot	142	late	81		31	2	110	Divine	45		37	2
greater-veracious	Greater Veracious	prefix	tpot	200	early	50	65	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	tpot	200	mid	66	80	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	tpot	200	late	81		64	2	134	Veracious1	85		75	2
greater-elemental-prefix	Greater Elemental	prefix	tpot	203	early	50	65	65	1	449	Elemental1	80		77	2
greater-elemental-prefix	Greater Elemental	prefix	tpot	203	mid	66	80	65	1	449	Elemental1	80		77	2
greater-elemental-prefix	Greater Elemental	prefix	tpot	203	late	81		65	2	449	Elemental1	80		77	2
greater-sage-xp	Greater Sage	prefix	tpot	204	early	50	65	39	2	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	tpot	204	mid	66	80	39	4	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	tpot	204	late	81		39	6	452	Sage's	51		46	6
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	tpot	206	early	50	65	55	1	468	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	tpot	206	mid	66	80	55	3	468	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	tpot	206	late	81		55	4	468	Adamantine-Wrought	87		65	4
greater-antimagic-prefix	Greater Antimagic	prefix	wand	102	early	50	65	68	3	433	Antimagic	86		80	8
greater-antimagic-prefix	Greater Antimagic	prefix	wand	102	mid	66	80	68	5	433	Antimagic	86		80	8
greater-antimagic-prefix	Greater Antimagic	prefix	wand	102	late	81		68	8	433	Antimagic	86		80	8
greater-serpents	Greater Serpent's	prefix	wand	115	early	50	65	31	1	404	Bahamut's	45		37	4
greater-serpents	Greater Serpent's	prefix	wand	115	mid	66	80	31	3	404	Bahamut's	45		37	4
greater-serpents	Greater Serpent's	prefix	wand	115	late	81		31	4	404	Bahamut's	45		37	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	117	early	50	65	35	1	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	117	mid	66	80	35	3	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	117	late	81		35	4	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	118	early	50	65	35	1	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	118	mid	66	80	35	1	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	118	late	81		35	2	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	119	early	50	65	35	1	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	119	mid	66	80	35	1	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	119	late	81		35	2	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	120	early	50	65	35	1	376	Jade	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	120	mid	66	80	35	1	376	Jade	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	wand	120	late	81		35	2	376	Jade	55		41	2
greater-aureolin	Greater Aureolin	prefix	wand	121	early	50	65	10	3	410	Victorious	17		12	8
greater-aureolin	Greater Aureolin	prefix	wand	121	mid	66	80	10	5	410	Victorious	17		12	8
greater-aureolin	Greater Aureolin	prefix	wand	121	late	81		10	8	410	Victorious	17		12	8
greater-class-skill	Greater class skill	prefix	wand	125	early	50	65	36	1	212	Necromancer's	50		42	4
greater-class-skill	Greater class skill	prefix	wand	125	mid	66	80	36	3	212	Necromancer's	50		42	4
greater-class-skill	Greater class skill	prefix	wand	125	late	81		36	4	212	Necromancer's	50		42	4
greater-skilltab	Greater Skilltab	prefix	wand	125	early	50	65	38	1	259	Accursed	60		45	2
greater-skilltab	Greater Skilltab	prefix	wand	125	mid	66	80	38	1	259	Accursed	60		45	2
greater-skilltab	Greater Skilltab	prefix	wand	125	late	81		38	2	259	Accursed	60		45	2
greater-skilltab	Greater Skilltab	prefix	wand	125	early	50	65	38	1	262	Venomous	60		45	2
greater-skilltab	Greater Skilltab	prefix	wand	125	mid	66	80	38	1	262	Venomous	60		45	2
greater-skilltab	Greater Skilltab	prefix	wand	125	late	81		38	2	262	Venomous	60		45	2
greater-skilltab	Greater Skilltab	prefix	wand	125	early	50	65	38	1	265	Golemlord's	60		45	2
greater-skilltab	Greater Skilltab	prefix	wand	125	mid	66	80	38	1	265	Golemlord's	60		45	2
greater-skilltab	Greater Skilltab	prefix	wand	125	late	81		38	2	265	Golemlord's	60		45	2
greater-avatar	Greater Avatar	prefix	wand	137	early	50	65	51	1	333	Hibernal	70		60	2
greater-avatar	Greater Avatar	prefix	wand	137	mid	66	80	51	1	333	Hibernal	70		60	2
greater-avatar	Greater Avatar	prefix	wand	137	late	81		51	2	333	Hibernal	70		60	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	wand	138	early	50	65	57	1	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	wand	138	mid	66	80	57	1	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	wand	138	late	81		57	2	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	wand	139	early	50	65	56	1	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	wand	139	mid	66	80	56	1	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	wand	139	late	81		56	2	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	wand	140	early	50	65	31	1	348	Pestilent	50		37	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	wand	140	mid	66	80	31	1	348	Pestilent	50		37	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	wand	140	late	81		31	2	348	Pestilent	50		37	2
greater-veracious	Greater Veracious	prefix	wand	200	early	50	65	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	wand	200	mid	66	80	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	wand	200	late	81		64	2	134	Veracious1	85		75	2
greater-elemental-prefix	Greater Elemental	prefix	wand	203	early	50	65	65	1	449	Elemental1	80		77	2
greater-elemental-prefix	Greater Elemental	prefix	wand	203	mid	66	80	65	1	449	Elemental1	80		77	2
greater-elemental-prefix	Greater Elemental	prefix	wand	203	late	81		65	2	449	Elemental1	80		77	2
greater-sage-xp	Greater Sage	prefix	wand	204	early	50	65	39	2	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	wand	204	mid	66	80	39	4	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	wand	204	late	81		39	6	452	Sage's	51		46	6
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	early	50	65	65	1	506	Pyromaniac's2	77		77	2
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	mid	66	80	65	1	506	Pyromaniac's2	77		77	2
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	late	81		65	2	506	Pyromaniac's2	77		77	2
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	early	50	65	65	1	509	Frost Wyrm's2	77		77	2
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	mid	66	80	65	1	509	Frost Wyrm's2	77		77	2
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	late	81		65	2	509	Frost Wyrm's2	77		77	2
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	early	50	65	65	1	512	Zeus's2	77		77	2
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	mid	66	80	65	1	512	Zeus's2	77		77	2
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	late	81		65	2	512	Zeus's2	77		77	2
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	early	50	65	65	1	515	Manticore's2	77		77	2
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	mid	66	80	65	1	515	Manticore's2	77		77	2
greater-elemental-mastery	Greater Elemental Mastery	prefix	wand	209	late	81		65	2	515	Manticore's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	early	50	65	65	1	494	Pyromaniac's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	mid	66	80	65	1	494	Pyromaniac's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	late	81		65	2	494	Pyromaniac's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	early	50	65	65	1	497	Frost Wyrm's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	mid	66	80	65	1	497	Frost Wyrm's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	late	81		65	2	497	Frost Wyrm's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	early	50	65	65	1	500	Zeus's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	mid	66	80	65	1	500	Zeus's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	late	81		65	2	500	Zeus's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	early	50	65	65	1	503	Manticore's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	mid	66	80	65	1	503	Manticore's2	77		77	2
greater-elemental-pierce	Greater Elemental Pierce	prefix	wand	209	late	81		65	2	503	Manticore's2	77		77	2
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	early	50	65	75	1	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	mid	66	80	75	3	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	late	81		75	4	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	early	50	65	75	1	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	mid	66	80	75	1	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	late	81		75	2	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	early	50	65	75	1	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	mid	66	80	75	1	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	late	81		75	2	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	early	50	65	75	1	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	mid	66	80	75	1	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	late	81		75	2	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	early	50	65	68	1	98	Wraithly1	86		80	4
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	mid	66	80	68	3	98	Wraithly1	86		80	4
greater-grandmasters	Greater Grandmaster's	prefix	weap	111	late	81		68	4	98	Wraithly1	86		80	4
greater-gritty	Greater Gritty	prefix	weap	105	early	50	65	55	5	153	Gritty	75		65	14
greater-gritty	Greater Gritty	prefix	weap	105	mid	66	80	55	9	153	Gritty	75		65	14
greater-gritty	Greater Gritty	prefix	weap	105	late	81		55	14	153	Gritty	75		65	14
greater-platinum	Greater Platinum	prefix	weap	110	early	50	65	34	3	120	Weird	44		40	8
greater-platinum	Greater Platinum	prefix	weap	110	mid	66	80	34	5	120	Weird	44		40	8
greater-platinum	Greater Platinum	prefix	weap	110	late	81		34	8	120	Weird	44		40	8
greater-serpents	Greater Serpent's	prefix	weap	115	early	50	65	23	1	398	Serpent's	37		27	4
greater-serpents	Greater Serpent's	prefix	weap	115	mid	66	80	23	3	398	Serpent's	37		27	4
greater-serpents	Greater Serpent's	prefix	weap	115	late	81		23	4	398	Serpent's	37		27	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	117	early	50	65	35	1	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	117	mid	66	80	35	3	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	117	late	81		35	4	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	118	early	50	65	35	1	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	118	mid	66	80	35	1	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	118	late	81		35	2	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	119	early	50	65	35	1	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	119	mid	66	80	35	1	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	119	late	81		35	2	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	120	early	50	65	35	1	376	Jade	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	120	mid	66	80	35	1	376	Jade	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	weap	120	late	81		35	2	376	Jade	55		41	2
greater-aureolin	Greater Aureolin	prefix	weap	121	early	50	65	10	3	410	Victorious	17		12	8
greater-aureolin	Greater Aureolin	prefix	weap	121	mid	66	80	10	5	410	Victorious	17		12	8
greater-aureolin	Greater Aureolin	prefix	weap	121	late	81		10	8	410	Victorious	17		12	8
greater-celestial	Greater Celestial	prefix	weap	123	early	50	65	35	1	104	Celestial	55		41	2
greater-celestial	Greater Celestial	prefix	weap	123	mid	66	80	35	1	104	Celestial	55		41	2
greater-celestial	Greater Celestial	prefix	weap	123	late	81		35	2	104	Celestial	55		41	2
greater-skilltab	Greater Skilltab	prefix	weap	125	early	50	65	38	1	277	Master's	60		45	2
greater-skilltab	Greater Skilltab	prefix	weap	125	mid	66	80	38	1	277	Master's	60		45	2
greater-skilltab	Greater Skilltab	prefix	weap	125	late	81		38	2	277	Master's	60		45	2
greater-skilltab	Greater Skilltab	prefix	weap	125	early	50	65	38	1	280	Furious	60		45	2
greater-skilltab	Greater Skilltab	prefix	weap	125	mid	66	80	38	1	280	Furious	60		45	2
greater-skilltab	Greater Skilltab	prefix	weap	125	late	81		38	2	280	Furious	60		45	2
greater-skilltab	Greater Skilltab	prefix	weap	125	early	50	65	38	1	283	Echoing	60		45	2
greater-skilltab	Greater Skilltab	prefix	weap	125	mid	66	80	38	1	283	Echoing	60		45	2
greater-skilltab	Greater Skilltab	prefix	weap	125	late	81		38	2	283	Echoing	60		45	2
greater-avatar	Greater Avatar	prefix	weap	137	early	50	65	51	1	333	Hibernal	70		60	2
greater-avatar	Greater Avatar	prefix	weap	137	mid	66	80	51	1	333	Hibernal	70		60	2
greater-avatar	Greater Avatar	prefix	weap	137	late	81		51	2	333	Hibernal	70		60	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	weap	138	early	50	65	57	1	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	weap	138	mid	66	80	57	1	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	weap	138	late	81		57	2	338	Scorching	77		67	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	weap	139	early	50	65	56	1	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	weap	139	mid	66	80	56	1	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	weap	139	late	81		56	2	343	Shocking	76		66	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	weap	140	early	50	65	31	1	348	Pestilent	50		37	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	weap	140	mid	66	80	31	1	348	Pestilent	50		37	2
greater-weapon-elemental-prefix	Greater Scorching/Shocking/Pestilent	prefix	weap	140	late	81		31	2	348	Pestilent	50		37	2
greater-divine	Greater Divine	prefix	weap	142	early	50	65	31	1	110	Divine	45		37	2
greater-divine	Greater Divine	prefix	weap	142	mid	66	80	31	1	110	Divine	45		37	2
greater-divine	Greater Divine	prefix	weap	142	late	81		31	2	110	Divine	45		37	2
greater-veracious	Greater Veracious	prefix	weap	200	early	50	65	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	weap	200	mid	66	80	64	1	134	Veracious1	85		75	2
greater-veracious	Greater Veracious	prefix	weap	200	late	81		64	2	134	Veracious1	85		75	2
greater-elemental-prefix	Greater Elemental	prefix	weap	203	early	50	65	65	1	449	Elemental1	80		77	2
greater-elemental-prefix	Greater Elemental	prefix	weap	203	mid	66	80	65	1	449	Elemental1	80		77	2
greater-elemental-prefix	Greater Elemental	prefix	weap	203	late	81		65	2	449	Elemental1	80		77	2
greater-sage-xp	Greater Sage	prefix	weap	204	early	50	65	39	2	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	weap	204	mid	66	80	39	4	452	Sage's	51		46	6
greater-sage-xp	Greater Sage	prefix	weap	204	late	81		39	6	452	Sage's	51		46	6
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	weap	206	early	50	65	55	1	468	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	weap	206	mid	66	80	55	3	468	Adamantine-Wrought	87		65	4
greater-adamantine-wrought	Greater Adamantine-Wrought	prefix	weap	206	late	81		55	4	468	Adamantine-Wrought	87		65	4
greater-missile-prefix	Greater missile prefixes	prefix	xboq	220	early	50	65	43	1	1091	Sturdy	80		50	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	220	mid	66	80	43	2	1091	Sturdy	80		50	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	220	late	81		43	3	1091	Sturdy	80		50	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	220	early	50	65	43	1	1094	Lizard's	80		50	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	220	mid	66	80	43	2	1094	Lizard's	80		50	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	220	late	81		43	3	1094	Lizard's	80		50	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	221	early	50	65	43	1	1097	Sharp	80		50	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	221	mid	66	80	43	2	1097	Sharp	80		50	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	221	late	81		43	3	1097	Sharp	80		50	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	222	early	50	65	51	1	1100	Jagged	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	222	mid	66	80	51	2	1100	Jagged	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	222	late	81		51	3	1100	Jagged	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	222	early	50	65	51	1	1103	Jagged	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	222	mid	66	80	51	2	1103	Jagged	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	222	late	81		51	3	1103	Jagged	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	223	early	50	65	51	1	1106	Flaming	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	223	mid	66	80	51	2	1106	Flaming	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	223	late	81		51	3	1106	Flaming	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	224	early	50	65	51	1	1109	Shivering	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	224	mid	66	80	51	2	1109	Shivering	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	224	late	81		51	3	1109	Shivering	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	225	early	50	65	51	1	1112	Static	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	225	mid	66	80	51	2	1112	Static	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	225	late	81		51	3	1112	Static	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	226	early	50	65	51	1	1115	Corosive	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	226	mid	66	80	51	2	1115	Corosive	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	226	late	81		51	3	1115	Corosive	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	227	early	50	65	51	1	1118	Apprentice	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	227	mid	66	80	51	2	1118	Apprentice	80		60	3
greater-missile-prefix	Greater missile prefixes	prefix	xboq	227	late	81		51	3	1118	Apprentice	80		60	3
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	early	50	65	75	1	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	mid	66	80	75	3	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	late	81		75	4	75	Grandmaster's	84		88	4
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	early	50	65	75	1	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	mid	66	80	75	1	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	late	81		75	2	76	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	early	50	65	75	1	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	mid	66	80	75	1	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	late	81		75	2	77	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	early	50	65	75	1	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	mid	66	80	75	1	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	late	81		75	2	78	Grandmaster's	86		88	2
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	early	50	65	68	1	98	Wraithly1	86		80	4
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	mid	66	80	68	3	98	Wraithly1	86		80	4
greater-grandmasters	Greater Grandmaster's	prefix	xbow	111	late	81		68	4	98	Wraithly1	86		80	4
greater-gritty	Greater Gritty	prefix	xbow	105	early	50	65	55	5	153	Gritty	75		65	14
greater-gritty	Greater Gritty	prefix	xbow	105	mid	66	80	55	9	153	Gritty	75		65	14
greater-gritty	Greater Gritty	prefix	xbow	105	late	81		55	14	153	Gritty	75		65	14
greater-platinum	Greater Platinum	prefix	xbow	110	early	50	65	34	3	120	Weird	44		40	8
greater-platinum	Greater Platinum	prefix	xbow	110	mid	66	80	34	5	120	Weird	44		40	8
greater-platinum	Greater Platinum	prefix	xbow	110	late	81		34	8	120	Weird	44		40	8
greater-serpents	Greater Serpent's	prefix	xbow	115	early	50	65	23	1	398	Serpent's	37		27	4
greater-serpents	Greater Serpent's	prefix	xbow	115	mid	66	80	23	3	398	Serpent's	37		27	4
greater-serpents	Greater Serpent's	prefix	xbow	115	late	81		23	4	398	Serpent's	37		27	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	117	early	50	65	35	1	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	117	mid	66	80	35	3	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	117	late	81		35	4	353	Cobalt	55		41	4
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	118	early	50	65	35	1	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	118	mid	66	80	35	1	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	118	late	81		35	2	360	Garnet	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	119	early	50	65	35	1	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	119	mid	66	80	35	1	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	119	late	81		35	2	368	Coral	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	120	early	50	65	35	1	376	Jade	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	120	mid	66	80	35	1	376	Jade	55		41	2
greater-single-resist-charm	Greater Ruby/Sapphire/Amber/Emerald	prefix	xbow	120	late	81		35	2	376	Jade	55		41	2
greater-aureolin	Greater Aureolin	prefix	xbow	121	early	50	65	10	3	410	Victorious	17		12	8
greater-aureolin	Greater Aureolin	prefix	xbow	121	mid	66	80	10	5	410	Victorious	17		12	8
greater-aureolin	Greater Aureolin	prefix	xbow	121	late	81		10	8	410	Victorious	17		12	8
greater-celestial	Greater Celestial	prefix	xbow	123	early	50	65	35	1	104	Celestial	55		41	2
greater-celestial	Greater Celestial	prefix	xbow	123	mid	66	80	35	1	104	Celestial	55		41	2
greater-celestial	Greater Celestial	prefix	xbow	123	late	81		35	2	104	Celestial	55		41	2
greater-class-skill	Greater class skill	prefix	xbow	125	early	50	65	36	1	198	Valkyrie's	50		42	4
greater-class-skill	Greater class skill	prefix	xbow	125	mid	66	80	36	3	198	Valkyrie's	50		42	4
greater-class-skill	Greater class skill	prefix	xbow	125	late	81		36	4	198	Valkyrie's	50		42	4
greater-skilltab	Greater Skilltab	prefix	xbow	125	early	50	65	38	1	241	Archer's	60		45	2
greater-skilltab	Greater Skilltab	prefix	xbow	125	mid	66	80	38	1	241	Archer's	60		45	2
greater-skilltab	Greater Skilltab	prefix	xbow	125	late	81		38	2	241	Archer's	60		45	2
