side	line	greater_affix	description	band	group	level	maxlevel	levelreq	frequency	itypes	etypes	greater_exact_mods	greater_property_stats	apex_affix	apex_line	apex_description	apex_level	apex_maxlevel	apex_levelreq	apex_frequency	apex_exact_mods	apex_mapping_note
prefix	1710	Greater Savage	Greater +# Kick Damage [mid; marker=property]	mid	205	66	80	44	3	boot		greater_m_kick 13-13	greater_m_kick: func1=1/stat1=greater_item_kickdamage/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# Kick Damage	Savage	583	+# Kick Damage	64		44	40	kick 9-10	exact base-name match
prefix	1711	Greater Savage	Greater +# Kick Damage [late; marker=property]	late	205	81		44	4	boot		greater_m_kick 13-13	greater_m_kick: func1=1/stat1=greater_item_kickdamage/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# Kick Damage	Savage	583	+# Kick Damage	64		44	40	kick 9-10	exact base-name match
prefix	1712	Greater Adamantine-Wrought	Greater +#% Enhanced Damage & Durability: # of # [early; marker=property]	early	206	50	65	55	1	weap	orb,wand	greater_m_dmg% 130-130; greater_dur 100-100	greater_m_dmg%: func1=7/stat1=/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% Enhanced Damage; greater_dur: func1=1/stat1=maxdurability/val1= | tooltip=Durability: # of #	Adamantine-Wrought	592	+#% Enhanced Damage & Durability: # of #	87		55	40	dmg% 81-100; dur 60-75	exact base-name match
prefix	1713	Greater Adamantine-Wrought	Greater +#% Enhanced Damage & Durability: # of # [mid; marker=property]	mid	206	66	80	55	3	weap	orb,wand	greater_m_dmg% 130-130; greater_dur 100-100	greater_m_dmg%: func1=7/stat1=/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% Enhanced Damage; greater_dur: func1=1/stat1=maxdurability/val1= | tooltip=Durability: # of #	Adamantine-Wrought	592	+#% Enhanced Damage & Durability: # of #	87		55	40	dmg% 81-100; dur 60-75	exact base-name match
prefix	1714	Greater Adamantine-Wrought	Greater +#% Enhanced Damage & Durability: # of # [late; marker=property]	late	206	81		55	4	weap	orb,wand	greater_m_dmg% 130-130; greater_dur 100-100	greater_m_dmg%: func1=7/stat1=/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% Enhanced Damage; greater_dur: func1=1/stat1=maxdurability/val1= | tooltip=Durability: # of #	Adamantine-Wrought	592	+#% Enhanced Damage & Durability: # of #	87		55	40	dmg% 81-100; dur 60-75	exact base-name match
prefix	1715	Greater Adamantine-Wrought	Greater +#% Enhanced Defense & Durability: # of # [early; marker=property]	early	206	50	65	55	1	armo,shld		greater_m_ac% 100-100; greater_dur 100-100	greater_m_ac%: func1=2/stat1=greater_item_armor_percent/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% Enhanced Defense; greater_dur: func1=1/stat1=maxdurability/val1= | tooltip=Durability: # of #	Adamantine-Wrought	601	+#% Enhanced Defense & Durability: # of #	87		55	40	ac% 51-75; dur 60-75	exact base-name match
prefix	1716	Greater Adamantine-Wrought	Greater +#% Enhanced Defense & Durability: # of # [mid; marker=property]	mid	206	66	80	55	3	armo,shld		greater_m_ac% 100-100; greater_dur 100-100	greater_m_ac%: func1=2/stat1=greater_item_armor_percent/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% Enhanced Defense; greater_dur: func1=1/stat1=maxdurability/val1= | tooltip=Durability: # of #	Adamantine-Wrought	601	+#% Enhanced Defense & Durability: # of #	87		55	40	ac% 51-75; dur 60-75	exact base-name match
prefix	1717	Greater Adamantine-Wrought	Greater +#% Enhanced Defense & Durability: # of # [late; marker=property]	late	206	81		55	4	armo,shld		greater_m_ac% 100-100; greater_dur 100-100	greater_m_ac%: func1=2/stat1=greater_item_armor_percent/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% Enhanced Defense; greater_dur: func1=1/stat1=maxdurability/val1= | tooltip=Durability: # of #	Adamantine-Wrought	601	+#% Enhanced Defense & Durability: # of #	87		55	40	ac% 51-75; dur 60-75	exact base-name match
prefix	1718	Greater Aureole	Greater Salvation [early; marker=property]	early	207	50	65	41	1	tors		greater_m_aura(param=126) 4-4	greater_m_aura: func1=22/stat1=greater_item_aura/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Level # [Skill] Aura When Equipped	Aureole	617	Salvation	62		41	20	aura(param=125) 1-3	exact base-name match
prefix	1719	Greater Aureole	Greater Salvation [mid; marker=property]	mid	207	66	80	41	1	tors		greater_m_aura(param=126) 4-4	greater_m_aura: func1=22/stat1=greater_item_aura/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Level # [Skill] Aura When Equipped	Aureole	617	Salvation	62		41	20	aura(param=125) 1-3	exact base-name match
prefix	1720	Greater Aureole	Greater Salvation [late; marker=property]	late	207	81		41	2	tors		greater_m_aura(param=126) 4-4	greater_m_aura: func1=22/stat1=greater_item_aura/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=Level # [Skill] Aura When Equipped	Aureole	617	Salvation	62		41	20	aura(param=125) 1-3	exact base-name match
prefix	1721	Greater Pyromaniac's	Greater +#% to Fire Skill Damage [early; marker=property]	early	209	50	65	47	1	wand,orb,staf,helm		greater_m_extra-fire 16-16	greater_m_extra-fire: func1=1/stat1=greater_passive_fire_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Fire Skill Damage	Pyromaniac's2	642	+#% to Fire Skill Damage	77		65	20	extra-fire 10-12	fallback: same group/highest overlap
prefix	1722	Greater Pyromaniac's	Greater +#% to Fire Skill Damage [mid; marker=property]	mid	209	66	80	47	1	wand,orb,staf,helm		greater_m_extra-fire 16-16	greater_m_extra-fire: func1=1/stat1=greater_passive_fire_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Fire Skill Damage	Pyromaniac's2	642	+#% to Fire Skill Damage	77		65	20	extra-fire 10-12	fallback: same group/highest overlap
prefix	1723	Greater Pyromaniac's	Greater +#% to Fire Skill Damage [late; marker=property]	late	209	81		47	2	wand,orb,staf,helm		greater_m_extra-fire 16-16	greater_m_extra-fire: func1=1/stat1=greater_passive_fire_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Fire Skill Damage	Pyromaniac's2	642	+#% to Fire Skill Damage	77		65	20	extra-fire 10-12	fallback: same group/highest overlap
prefix	1724	Greater Frost Wyrm's	Greater +#% to Cold Skill Damage [early; marker=property]	early	209	50	65	47	1	wand,orb,staf,helm		greater_m_extra-cold 16-16	greater_m_extra-cold: func1=1/stat1=greater_passive_cold_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Cold Skill Damage	Frost Wyrm's2	647	+#% to Cold Skill Damage	77		65	20	extra-cold 10-12	fallback: same group/highest overlap
prefix	1725	Greater Frost Wyrm's	Greater +#% to Cold Skill Damage [mid; marker=property]	mid	209	66	80	47	1	wand,orb,staf,helm		greater_m_extra-cold 16-16	greater_m_extra-cold: func1=1/stat1=greater_passive_cold_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Cold Skill Damage	Frost Wyrm's2	647	+#% to Cold Skill Damage	77		65	20	extra-cold 10-12	fallback: same group/highest overlap
prefix	1726	Greater Frost Wyrm's	Greater +#% to Cold Skill Damage [late; marker=property]	late	209	81		47	2	wand,orb,staf,helm		greater_m_extra-cold 16-16	greater_m_extra-cold: func1=1/stat1=greater_passive_cold_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Cold Skill Damage	Frost Wyrm's2	647	+#% to Cold Skill Damage	77		65	20	extra-cold 10-12	fallback: same group/highest overlap
prefix	1727	Greater Zeus's	Greater +#% to Lightning Skill Damage [early; marker=property]	early	209	50	65	47	1	wand,orb,staf,helm		greater_m_extra-ltng 16-16	greater_m_extra-ltng: func1=1/stat1=greater_passive_ltng_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Lightning Skill Damage	Zeus's2	652	+#% to Lightning Skill Damage	77		65	20	extra-ltng 10-12	fallback: same group/highest overlap
prefix	1728	Greater Zeus's	Greater +#% to Lightning Skill Damage [mid; marker=property]	mid	209	66	80	47	1	wand,orb,staf,helm		greater_m_extra-ltng 16-16	greater_m_extra-ltng: func1=1/stat1=greater_passive_ltng_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Lightning Skill Damage	Zeus's2	652	+#% to Lightning Skill Damage	77		65	20	extra-ltng 10-12	fallback: same group/highest overlap
prefix	1729	Greater Zeus's	Greater +#% to Lightning Skill Damage [late; marker=property]	late	209	81		47	2	wand,orb,staf,helm		greater_m_extra-ltng 16-16	greater_m_extra-ltng: func1=1/stat1=greater_passive_ltng_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Lightning Skill Damage	Zeus's2	652	+#% to Lightning Skill Damage	77		65	20	extra-ltng 10-12	fallback: same group/highest overlap
prefix	1730	Greater Manticore's	Greater +#% to Poison Skill Damage [early; marker=property]	early	209	50	65	47	1	wand,staf,helm		greater_m_extra-pois 16-16	greater_m_extra-pois: func1=1/stat1=greater_passive_pois_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Poison Skill Damage	Manticore's2	657	+#% to Poison Skill Damage	77		65	20	extra-pois 10-12	fallback: same group/highest overlap
prefix	1731	Greater Manticore's	Greater +#% to Poison Skill Damage [mid; marker=property]	mid	209	66	80	47	1	wand,staf,helm		greater_m_extra-pois 16-16	greater_m_extra-pois: func1=1/stat1=greater_passive_pois_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Poison Skill Damage	Manticore's2	657	+#% to Poison Skill Damage	77		65	20	extra-pois 10-12	fallback: same group/highest overlap
prefix	1732	Greater Manticore's	Greater +#% to Poison Skill Damage [late; marker=property]	late	209	81		47	2	wand,staf,helm		greater_m_extra-pois 16-16	greater_m_extra-pois: func1=1/stat1=greater_passive_pois_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Poison Skill Damage	Manticore's2	657	+#% to Poison Skill Damage	77		65	20	extra-pois 10-12	fallback: same group/highest overlap
prefix	1733	Greater Pyromaniac's	Greater +#% to Fire Skill Damage [early; marker=property]	early	209	50	65	65	1	wand,orb,staf		greater_m_extra-fire 16-16	greater_m_extra-fire: func1=1/stat1=greater_passive_fire_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Fire Skill Damage	Pyromaniac's2	642	+#% to Fire Skill Damage	77		65	20	extra-fire 10-12	fallback: same group/highest overlap
prefix	1734	Greater Pyromaniac's	Greater +#% to Fire Skill Damage [mid; marker=property]	mid	209	66	80	65	1	wand,orb,staf		greater_m_extra-fire 16-16	greater_m_extra-fire: func1=1/stat1=greater_passive_fire_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Fire Skill Damage	Pyromaniac's2	642	+#% to Fire Skill Damage	77		65	20	extra-fire 10-12	fallback: same group/highest overlap
prefix	1735	Greater Pyromaniac's	Greater +#% to Fire Skill Damage [late; marker=property]	late	209	81		65	2	wand,orb,staf		greater_m_extra-fire 16-16	greater_m_extra-fire: func1=1/stat1=greater_passive_fire_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Fire Skill Damage	Pyromaniac's2	642	+#% to Fire Skill Damage	77		65	20	extra-fire 10-12	fallback: same group/highest overlap
prefix	1736	Greater Frost Wyrm's	Greater +#% to Cold Skill Damage [early; marker=property]	early	209	50	65	65	1	wand,orb,staf		greater_m_extra-cold 16-16	greater_m_extra-cold: func1=1/stat1=greater_passive_cold_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Cold Skill Damage	Frost Wyrm's2	647	+#% to Cold Skill Damage	77		65	20	extra-cold 10-12	fallback: same group/highest overlap
prefix	1737	Greater Frost Wyrm's	Greater +#% to Cold Skill Damage [mid; marker=property]	mid	209	66	80	65	1	wand,orb,staf		greater_m_extra-cold 16-16	greater_m_extra-cold: func1=1/stat1=greater_passive_cold_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Cold Skill Damage	Frost Wyrm's2	647	+#% to Cold Skill Damage	77		65	20	extra-cold 10-12	fallback: same group/highest overlap
prefix	1738	Greater Frost Wyrm's	Greater +#% to Cold Skill Damage [late; marker=property]	late	209	81		65	2	wand,orb,staf		greater_m_extra-cold 16-16	greater_m_extra-cold: func1=1/stat1=greater_passive_cold_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Cold Skill Damage	Frost Wyrm's2	647	+#% to Cold Skill Damage	77		65	20	extra-cold 10-12	fallback: same group/highest overlap
prefix	1739	Greater Zeus's	Greater +#% to Lightning Skill Damage [early; marker=property]	early	209	50	65	65	1	wand,orb,staf		greater_m_extra-ltng 16-16	greater_m_extra-ltng: func1=1/stat1=greater_passive_ltng_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Lightning Skill Damage	Zeus's2	652	+#% to Lightning Skill Damage	77		65	20	extra-ltng 10-12	fallback: same group/highest overlap
prefix	1740	Greater Zeus's	Greater +#% to Lightning Skill Damage [mid; marker=property]	mid	209	66	80	65	1	wand,orb,staf		greater_m_extra-ltng 16-16	greater_m_extra-ltng: func1=1/stat1=greater_passive_ltng_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Lightning Skill Damage	Zeus's2	652	+#% to Lightning Skill Damage	77		65	20	extra-ltng 10-12	fallback: same group/highest overlap
prefix	1741	Greater Zeus's	Greater +#% to Lightning Skill Damage [late; marker=property]	late	209	81		65	2	wand,orb,staf		greater_m_extra-ltng 16-16	greater_m_extra-ltng: func1=1/stat1=greater_passive_ltng_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Lightning Skill Damage	Zeus's2	652	+#% to Lightning Skill Damage	77		65	20	extra-ltng 10-12	fallback: same group/highest overlap
prefix	1742	Greater Manticore's	Greater +#% to Poison Skill Damage [early; marker=property]	early	209	50	65	65	1	wand,staf		greater_m_extra-pois 16-16	greater_m_extra-pois: func1=1/stat1=greater_passive_pois_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Poison Skill Damage	Manticore's2	657	+#% to Poison Skill Damage	77		65	20	extra-pois 10-12	fallback: same group/highest overlap
prefix	1743	Greater Manticore's	Greater +#% to Poison Skill Damage [mid; marker=property]	mid	209	66	80	65	1	wand,staf		greater_m_extra-pois 16-16	greater_m_extra-pois: func1=1/stat1=greater_passive_pois_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Poison Skill Damage	Manticore's2	657	+#% to Poison Skill Damage	77		65	20	extra-pois 10-12	fallback: same group/highest overlap
prefix	1744	Greater Manticore's	Greater +#% to Poison Skill Damage [late; marker=property]	late	209	81		65	2	wand,staf		greater_m_extra-pois 16-16	greater_m_extra-pois: func1=1/stat1=greater_passive_pois_mastery/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+#% to Poison Skill Damage	Manticore's2	657	+#% to Poison Skill Damage	77		65	20	extra-pois 10-12	fallback: same group/highest overlap
prefix	1745	Greater Pyromaniac's	Greater -#% to Enemy Fire Resistance [early; marker=property]	early	209	50	65	47	1	wand,orb,staf,helm		greater_m_pierce-fire 16-16	greater_m_pierce-fire: func1=1/stat1=greater_passive_fire_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Fire Resistance	Pyromaniac's2	622	-#% to Enemy Fire Resistance	77		65	20	pierce-fire 10-12	fallback: same group/highest overlap
prefix	1746	Greater Pyromaniac's	Greater -#% to Enemy Fire Resistance [mid; marker=property]	mid	209	66	80	47	1	wand,orb,staf,helm		greater_m_pierce-fire 16-16	greater_m_pierce-fire: func1=1/stat1=greater_passive_fire_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Fire Resistance	Pyromaniac's2	622	-#% to Enemy Fire Resistance	77		65	20	pierce-fire 10-12	fallback: same group/highest overlap
prefix	1747	Greater Pyromaniac's	Greater -#% to Enemy Fire Resistance [late; marker=property]	late	209	81		47	2	wand,orb,staf,helm		greater_m_pierce-fire 16-16	greater_m_pierce-fire: func1=1/stat1=greater_passive_fire_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Fire Resistance	Pyromaniac's2	622	-#% to Enemy Fire Resistance	77		65	20	pierce-fire 10-12	fallback: same group/highest overlap
prefix	1748	Greater Frost Wyrm's	Greater -#% to Enemy Cold Resistance [early; marker=property]	early	209	50	65	47	1	wand,orb,staf,helm		greater_m_pierce-cold 16-16	greater_m_pierce-cold: func1=1/stat1=greater_passive_cold_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Cold Resistance	Frost Wyrm's2	627	-#% to Enemy Cold Resistance	77		65	20	pierce-cold 10-12	fallback: same group/highest overlap
prefix	1749	Greater Frost Wyrm's	Greater -#% to Enemy Cold Resistance [mid; marker=property]	mid	209	66	80	47	1	wand,orb,staf,helm		greater_m_pierce-cold 16-16	greater_m_pierce-cold: func1=1/stat1=greater_passive_cold_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Cold Resistance	Frost Wyrm's2	627	-#% to Enemy Cold Resistance	77		65	20	pierce-cold 10-12	fallback: same group/highest overlap
prefix	1750	Greater Frost Wyrm's	Greater -#% to Enemy Cold Resistance [late; marker=property]	late	209	81		47	2	wand,orb,staf,helm		greater_m_pierce-cold 16-16	greater_m_pierce-cold: func1=1/stat1=greater_passive_cold_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Cold Resistance	Frost Wyrm's2	627	-#% to Enemy Cold Resistance	77		65	20	pierce-cold 10-12	fallback: same group/highest overlap
prefix	1751	Greater Zeus's	Greater -#% to Enemy Lightning Resistance [early; marker=property]	early	209	50	65	47	1	wand,orb,staf,helm		greater_m_pierce-ltng 16-16	greater_m_pierce-ltng: func1=1/stat1=greater_passive_ltng_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Lightning Resistance	Zeus's2	632	-#% to Enemy Lightning Resistance	77		65	20	pierce-ltng 10-12	fallback: same group/highest overlap
prefix	1752	Greater Zeus's	Greater -#% to Enemy Lightning Resistance [mid; marker=property]	mid	209	66	80	47	1	wand,orb,staf,helm		greater_m_pierce-ltng 16-16	greater_m_pierce-ltng: func1=1/stat1=greater_passive_ltng_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Lightning Resistance	Zeus's2	632	-#% to Enemy Lightning Resistance	77		65	20	pierce-ltng 10-12	fallback: same group/highest overlap
prefix	1753	Greater Zeus's	Greater -#% to Enemy Lightning Resistance [late; marker=property]	late	209	81		47	2	wand,orb,staf,helm		greater_m_pierce-ltng 16-16	greater_m_pierce-ltng: func1=1/stat1=greater_passive_ltng_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Lightning Resistance	Zeus's2	632	-#% to Enemy Lightning Resistance	77		65	20	pierce-ltng 10-12	fallback: same group/highest overlap
prefix	1754	Greater Manticore's	Greater -#% to Enemy Poison Resistance [early; marker=property]	early	209	50	65	47	1	wand,staf,helm		greater_m_pierce-pois 16-16	greater_m_pierce-pois: func1=1/stat1=greater_passive_pois_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Poison Resistance	Manticore's2	637	-#% to Enemy Poison Resistance	77		65	20	pierce-pois 10-12	fallback: same group/highest overlap
prefix	1755	Greater Manticore's	Greater -#% to Enemy Poison Resistance [mid; marker=property]	mid	209	66	80	47	1	wand,staf,helm		greater_m_pierce-pois 16-16	greater_m_pierce-pois: func1=1/stat1=greater_passive_pois_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Poison Resistance	Manticore's2	637	-#% to Enemy Poison Resistance	77		65	20	pierce-pois 10-12	fallback: same group/highest overlap
prefix	1756	Greater Manticore's	Greater -#% to Enemy Poison Resistance [late; marker=property]	late	209	81		47	2	wand,staf,helm		greater_m_pierce-pois 16-16	greater_m_pierce-pois: func1=1/stat1=greater_passive_pois_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Poison Resistance	Manticore's2	637	-#% to Enemy Poison Resistance	77		65	20	pierce-pois 10-12	fallback: same group/highest overlap
prefix	1757	Greater Pyromaniac's	Greater -#% to Enemy Fire Resistance [early; marker=property]	early	209	50	65	65	1	wand,orb,staf		greater_m_pierce-fire 16-16	greater_m_pierce-fire: func1=1/stat1=greater_passive_fire_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Fire Resistance	Pyromaniac's2	622	-#% to Enemy Fire Resistance	77		65	20	pierce-fire 10-12	fallback: same group/highest overlap
prefix	1758	Greater Pyromaniac's	Greater -#% to Enemy Fire Resistance [mid; marker=property]	mid	209	66	80	65	1	wand,orb,staf		greater_m_pierce-fire 16-16	greater_m_pierce-fire: func1=1/stat1=greater_passive_fire_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Fire Resistance	Pyromaniac's2	622	-#% to Enemy Fire Resistance	77		65	20	pierce-fire 10-12	fallback: same group/highest overlap
prefix	1759	Greater Pyromaniac's	Greater -#% to Enemy Fire Resistance [late; marker=property]	late	209	81		65	2	wand,orb,staf		greater_m_pierce-fire 16-16	greater_m_pierce-fire: func1=1/stat1=greater_passive_fire_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Fire Resistance	Pyromaniac's2	622	-#% to Enemy Fire Resistance	77		65	20	pierce-fire 10-12	fallback: same group/highest overlap
prefix	1760	Greater Frost Wyrm's	Greater -#% to Enemy Cold Resistance [early; marker=property]	early	209	50	65	65	1	wand,orb,staf		greater_m_pierce-cold 16-16	greater_m_pierce-cold: func1=1/stat1=greater_passive_cold_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Cold Resistance	Frost Wyrm's2	627	-#% to Enemy Cold Resistance	77		65	20	pierce-cold 10-12	fallback: same group/highest overlap
prefix	1761	Greater Frost Wyrm's	Greater -#% to Enemy Cold Resistance [mid; marker=property]	mid	209	66	80	65	1	wand,orb,staf		greater_m_pierce-cold 16-16	greater_m_pierce-cold: func1=1/stat1=greater_passive_cold_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Cold Resistance	Frost Wyrm's2	627	-#% to Enemy Cold Resistance	77		65	20	pierce-cold 10-12	fallback: same group/highest overlap
prefix	1762	Greater Frost Wyrm's	Greater -#% to Enemy Cold Resistance [late; marker=property]	late	209	81		65	2	wand,orb,staf		greater_m_pierce-cold 16-16	greater_m_pierce-cold: func1=1/stat1=greater_passive_cold_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Cold Resistance	Frost Wyrm's2	627	-#% to Enemy Cold Resistance	77		65	20	pierce-cold 10-12	fallback: same group/highest overlap
prefix	1763	Greater Zeus's	Greater -#% to Enemy Lightning Resistance [early; marker=property]	early	209	50	65	65	1	wand,orb,staf		greater_m_pierce-ltng 16-16	greater_m_pierce-ltng: func1=1/stat1=greater_passive_ltng_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Lightning Resistance	Zeus's2	632	-#% to Enemy Lightning Resistance	77		65	20	pierce-ltng 10-12	fallback: same group/highest overlap
prefix	1764	Greater Zeus's	Greater -#% to Enemy Lightning Resistance [mid; marker=property]	mid	209	66	80	65	1	wand,orb,staf		greater_m_pierce-ltng 16-16	greater_m_pierce-ltng: func1=1/stat1=greater_passive_ltng_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Lightning Resistance	Zeus's2	632	-#% to Enemy Lightning Resistance	77		65	20	pierce-ltng 10-12	fallback: same group/highest overlap
prefix	1765	Greater Zeus's	Greater -#% to Enemy Lightning Resistance [late; marker=property]	late	209	81		65	2	wand,orb,staf		greater_m_pierce-ltng 16-16	greater_m_pierce-ltng: func1=1/stat1=greater_passive_ltng_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Lightning Resistance	Zeus's2	632	-#% to Enemy Lightning Resistance	77		65	20	pierce-ltng 10-12	fallback: same group/highest overlap
prefix	1766	Greater Manticore's	Greater -#% to Enemy Poison Resistance [early; marker=property]	early	209	50	65	65	1	wand,staf		greater_m_pierce-pois 16-16	greater_m_pierce-pois: func1=1/stat1=greater_passive_pois_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Poison Resistance	Manticore's2	637	-#% to Enemy Poison Resistance	77		65	20	pierce-pois 10-12	fallback: same group/highest overlap
prefix	1767	Greater Manticore's	Greater -#% to Enemy Poison Resistance [mid; marker=property]	mid	209	66	80	65	1	wand,staf		greater_m_pierce-pois 16-16	greater_m_pierce-pois: func1=1/stat1=greater_passive_pois_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Poison Resistance	Manticore's2	637	-#% to Enemy Poison Resistance	77		65	20	pierce-pois 10-12	fallback: same group/highest overlap
prefix	1768	Greater Manticore's	Greater -#% to Enemy Poison Resistance [late; marker=property]	late	209	81		65	2	wand,staf		greater_m_pierce-pois 16-16	greater_m_pierce-pois: func1=1/stat1=greater_passive_pois_pierce/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=-#% to Enemy Poison Resistance	Manticore's2	637	-#% to Enemy Poison Resistance	77		65	20	pierce-pois 10-12	fallback: same group/highest overlap
prefix	1769	Greater Sturdy	Greater +# to Life [early; marker=property]	early	220	50	65	43	1	misl		greater_m_hp 52-52	greater_m_hp: func1=1/stat1=greater_maxhp/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Life	Sturdy	1252	+# to Life	80		43	30	hp 30-40	exact base-name match
prefix	1770	Greater Sturdy	Greater +# to Life [mid; marker=property]	mid	220	66	80	43	2	misl		greater_m_hp 52-52	greater_m_hp: func1=1/stat1=greater_maxhp/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Life	Sturdy	1252	+# to Life	80		43	30	hp 30-40	exact base-name match
prefix	1771	Greater Sturdy	Greater +# to Life [late; marker=property]	late	220	81		43	3	misl		greater_m_hp 52-52	greater_m_hp: func1=1/stat1=greater_maxhp/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Life	Sturdy	1252	+# to Life	80		43	30	hp 30-40	exact base-name match
prefix	1772	Greater Lizard's	Greater +# to Mana [early; marker=property]	early	220	50	65	43	1	misl		greater_m_mana 52-52	greater_m_mana: func1=1/stat1=greater_maxmana/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Mana	Lizard's	1256	+# to Mana	80		43	30	mana 30-40	exact base-name match
prefix	1773	Greater Lizard's	Greater +# to Mana [mid; marker=property]	mid	220	66	80	43	2	misl		greater_m_mana 52-52	greater_m_mana: func1=1/stat1=greater_maxmana/val1= | func2=1/stat2=item_greaterAffixMarker/val2= | tooltip=+# to Mana	Lizard's	1256	+# to Mana	80		43	30	mana 30-40	exact base-name match
