side	greater_affix	description_base	group	itypes	etypes	bands	greater_exact_mods	apex_affix	apex_exact_mods	apex_line	apex_mapping_note
suffix	of Greater Storms	Greater +# to Minimum Lightning Damage & +# to Maximum Lightning Damage	13	weap	wand,orb	early L50-65 req58 freq4 line1024; mid L66-80 req58 freq8 line1025; late L81-? req58 freq12 line1026	greater_m_ltng-min 26-26; greater_ltng-max 455-455	of Storms	ltng-min 1-20; ltng-max 300-350	96	exact base-name match
suffix	of Greater Thunder	Greater +# to Minimum Lightning Damage & +# to Maximum Lightning Damage	13	jewl		early L50-65 req42 freq8 line1048; mid L66-80 req42 freq16 line1049; late L81-? req42 freq24 line1050	greater_m_ltng-min 2-2; greater_ltng-max 130-130	of Thunder	ltng-min 1-1; ltng-max 61-100	105	exact base-name match
suffix	of Greater Carnage	Greater +# to Maximum Damage	14	jewl		early L50-65 req47 freq16 line1078; mid L66-80 req47 freq32 line1079; late L81-? req47 freq48 line1080	greater_m_dmg-max 165-165	of Carnage	dmg-max 16-20	41	exact base-name match
suffix	of Greater Evisceration	Greater +# to Maximum Damage	14	weap	wand,staf,orb	early L50-65 req67 freq29 line1066; mid L66-80 req67 freq59 line1067; late L81-? req67 freq88 line1068	greater_m_dmg-max 165-165	of Evisceration	dmg-max 101-120	24	exact base-name match
suffix	of Greater Evisceration	Greater +# to Maximum Damage	14	weap	wand,orb	early L50-65 req31 freq48 line1081; mid L66-80 req31 freq96 line1082; late L81-? req31 freq144 line1083	greater_m_dmg-max 165-165	of Evisceration	dmg-max 101-120	24	exact base-name match
suffix	of Greater Maiming	Greater +# to Maximum Damage	14	shld		early L50-65 req58 freq12 line1072; mid L66-80 req58 freq24 line1073; late L81-? req58 freq36 line1074	greater_m_dmg-max 165-165	of Maiming	dmg-max 9-12	28	exact base-name match
suffix	of Greater Maiming	Greater +# to Maximum Damage	14	circ		early L50-65 req63 freq16 line1075; mid L66-80 req63 freq32 line1076; late L81-? req63 freq48 line1077	greater_m_dmg-max 165-165	of Maiming	dmg-max 13-15	36	exact base-name match
suffix	of Greater Quality	Greater +# to Maximum Damage	14	amul,ring		early L50-65 req52 freq32 line1069; mid L66-80 req52 freq64 line1070; late L81-? req52 freq96 line1071	greater_m_dmg-max 165-165	of Quality	dmg-max 8-10	10	exact base-name match
suffix	of Greater Bliss	Greater +# to Minimum Damage	15	jewl		early L50-65 req31 freq11 line1090; mid L66-80 req31 freq21 line1091; late L81-? req31 freq32 line1092	greater_m_dmg-min 85-85	of Bliss	dmg-min 5-10	57	exact base-name match
suffix	of Greater Performance	Greater +# to Minimum Damage	15	ring,amul,circ		early L50-65 req62 freq11 line1087; mid L66-80 req62 freq21 line1088; late L81-? req62 freq32 line1089	greater_m_dmg-min 85-85	of Performance	dmg-min 10-13	54	exact base-name match
suffix	of Greater Transcendence	Greater +# to Minimum Damage	15	weap	orb,wand	early L50-65 req71 freq8 line1084; mid L66-80 req71 freq16 line1085; late L81-? req71 freq24 line1086	greater_m_dmg-min 85-85	of Transcendence	dmg-min 50-60	49	exact base-name match
suffix	of Greater Anthrax	Greater +# to Minimum Poison Damage & +# to Maximum Poison Damage	16	weap,circ	rod,orb	early L50-65 req21 freq8 line1027; mid L66-80 req21 freq16 line1028; late L81-? req21 freq24 line1029	greater_m_dmg-pois(param=150) 222-222	of Anthrax	dmg-pois(param=150) 171-171	110	exact base-name match
suffix	of Greater Anthrax	Greater +# to Minimum Poison Damage & +# to Maximum Poison Damage	16	jewl		early L50-65 req56 freq8 line1051; mid L66-80 req56 freq16 line1052; late L81-? req56 freq24 line1053	greater_m_dmg-pois(param=50) 402-402	of Anthrax	dmg-pois(param=50) 309-309	118	exact base-name match
suffix	of Greater Blight	Greater +# to Minimum Poison Damage & +# to Maximum Poison Damage	16	ring,amul		early L50-65 req61 freq4 line1039; mid L66-80 req61 freq8 line1040; late L81-? req61 freq12 line1041	greater_m_dmg-pois(param=75) 490-490	of Blight	dmg-pois(param=75) 377-377	114	exact base-name match
suffix	of Greater Daring	Greater +# to Dexterity	17	jewl		early L50-65 req24 freq16 line1099; mid L66-80 req24 freq32 line1100; late L81-? req24 freq48 line1101	greater_m_dex 40-40	of Daring	dex 7-9	271	exact base-name match
suffix	of Greater Nirvana	Greater +# to Dexterity	17	amul,miss,circ		early L50-65 req54 freq12 line1093; mid L66-80 req54 freq24 line1094; late L81-? req54 freq36 line1095	greater_m_dex 40-40	of Nirvana	dex 21-30	257	exact base-name match
suffix	of Greater Perfection	Greater +# to Dexterity	17	tors,boot	glov	early L50-65 req64 freq12 line1096; mid L66-80 req64 freq24 line1097; late L81-? req64 freq36 line1098	greater_m_dex 40-40	of Perfection	dex 20-30	275	exact base-name match
suffix	of Greater Perfection	Greater +# to Dexterity	17	ring,glov		early L50-65 req57 freq12 line1102; mid L66-80 req57 freq24 line1103; late L81-? req57 freq36 line1104	greater_m_dex 40-40	of Perfection	dex 16-20	263	exact base-name match
suffix	of Greater Balance	Greater +#% Faster Hit Recovery	18	armo	glov	early L50-65 req3 freq16 line1105; mid L66-80 req3 freq32 line1106; late L81-? req3 freq48 line1107	greater_m_balance1 13-13	of Balance	balance1 10-10	408	exact base-name match
suffix	of Greater Balance	Greater +#% Faster Hit Recovery	18	lcha		early L50-65 req69 freq2 line1117; mid L66-80 req69 freq4 line1118; late L81-? req69 freq6 line1119	greater_m_balance3 15-15	of Balance	balance3 10-10	861	exact base-name match
suffix	of Greater Equilibrium	Greater +#% Faster Hit Recovery	18	tors,belt,shld		early L50-65 req5 freq16 line1108; mid L66-80 req5 freq32 line1109; late L81-? req5 freq48 line1110	greater_m_balance2 26-26	of Equilibrium	balance2 20-20	410	exact base-name match
suffix	of Greater Stability	Greater +#% Faster Hit Recovery	18	tors,belt		early L50-65 req11 freq16 line1111; mid L66-80 req11 freq32 line1112; late L81-? req11 freq48 line1113	greater_m_balance3 15-15	of Stability	balance3 25-25	412	exact base-name match
suffix	of Greater Truth	Greater +#% Faster Hit Recovery	18	jewl		early L50-65 req31 freq16 line1114; mid L66-80 req31 freq32 line1115; late L81-? req31 freq48 line1116	greater_m_balance1 9-9	of Truth	balance1 7-7	414	exact base-name match
suffix	of Greater Honor	Greater Replenish Life +#	19	jewl		early L50-65 req30 freq16 line1132; mid L66-80 req30 freq32 line1133; late L81-? req30 freq48 line1134	greater_m_regen 8-8	of Honor	regen 1-4	393	exact base-name match
suffix	of Greater Regeneration	Greater Replenish Life +#	19	tors,weap,boot	scep	early L50-65 req44 freq16 line1120; mid L66-80 req44 freq32 line1121; late L81-? req44 freq48 line1122	greater_m_regen 8-8	of Regeneration	regen 3-5	386	exact base-name match
suffix	of Greater Regeneration	Greater Replenish Life +#	19	shld,glov		early L50-65 req26 freq16 line1126; mid L66-80 req26 freq32 line1127; late L81-? req26 freq48 line1128	greater_m_regen 8-8	of Regeneration	regen 3-5	384	exact base-name match
suffix	of Greater Regrowth	Greater Replenish Life +#	19	belt,ring		early L50-65 req35 freq16 line1129; mid L66-80 req35 freq32 line1130; late L81-? req35 freq48 line1131	greater_m_regen 8-8	of Regrowth	regen 6-9	389	exact base-name match
suffix	of Greater Revivification	Greater Replenish Life +#	19	scep,amul,circ		early L50-65 req26 freq16 line1123; mid L66-80 req26 freq32 line1124; late L81-? req26 freq48 line1125	greater_m_regen 8-8	of Revivification	regen 11-15	391	exact base-name match
suffix	of Greater Avarice	Greater #% Extra Gold from Monsters	21	jewl		early L50-65 req1 freq16 line1138; mid L66-80 req1 freq32 line1139; late L81-? req1 freq48 line1140	greater_m_gold% 120-120	of Avarice	gold% 10-30	462	exact base-name match
suffix	of Greater Greed	Greater #% Extra Gold from Monsters	21	ring,amul,circ		early L50-65 req1 freq16 line1141; mid L66-80 req1 freq32 line1142; late L81-? req1 freq48 line1143	greater_m_gold% 120-120	of Greed	gold% 25-40	458	exact base-name match
suffix	of Greater Wealth	Greater #% Extra Gold from Monsters	21	boot,glov,belt,amul,circ		early L50-65 req10 freq16 line1135; mid L66-80 req10 freq32 line1136; late L81-? req10 freq48 line1137	greater_m_gold% 120-120	of Wealth	gold% 41-80	460	exact base-name match
suffix	of Greater Fortune	Greater #% Better Chance of Getting Magic Items	22	boot,glov,amul,circ,ring		early L50-65 req16 freq16 line1153; mid L66-80 req16 freq32 line1154; late L81-? req16 freq48 line1155	greater_m_mag% 30-30	of Fortune	mag% 21-25	448	exact base-name match
suffix	of Greater Luck	Greater #% Better Chance of Getting Magic Items	22	amul,circ		early L50-65 req41 freq16 line1144; mid L66-80 req41 freq32 line1145; late L81-? req41 freq48 line1146	greater_m_mag% 30-30	of Luck	mag% 36-50	452	exact base-name match
suffix	of Greater Luck	Greater #% Better Chance of Getting Magic Items	22	boot,amul,circ		early L50-65 req26 freq16 line1147; mid L66-80 req26 freq32 line1148; late L81-? req26 freq48 line1149	greater_m_mag% 30-30	of Luck	mag% 36-50	452	exact base-name match
suffix	of Greater Prosperity	Greater #% Better Chance of Getting Magic Items	22	jewl		early L50-65 req64 freq4 line1150; mid L66-80 req64 freq8 line1151; late L81-? req64 freq12 line1152	greater_m_mag% 30-30	of Prosperity	mag% 16-20	456	exact base-name match
suffix	of Greater Enlightenment	Greater +# to Energy	23	amul,orb,circ,wand,staf		early L50-65 req28 freq12 line1156; mid L66-80 req28 freq24 line1157; late L81-? req28 freq36 line1158	greater_m_enr 40-40	of Enlightenment	enr 21-30	307	exact base-name match
suffix	of Greater Knowledge	Greater +# to Energy	23	jewl		early L50-65 req28 freq12 line1159; mid L66-80 req28 freq24 line1160; late L81-? req28 freq36 line1161	greater_m_enr 40-40	of Knowledge	enr 7-9	322	exact base-name match
suffix	of Greater Sorcery	Greater +# to Energy	23	helm,scep		early L50-65 req18 freq12 line1162; mid L66-80 req18 freq24 line1163; late L81-? req18 freq36 line1164	greater_m_enr 40-40	of Sorcery	enr 11-15	318	exact base-name match
suffix	of Greater Wizardry	Greater +# to Energy	23	ring		early L50-65 req28 freq12 line1165; mid L66-80 req28 freq24 line1166; late L81-? req28 freq36 line1167	greater_m_enr 40-40	of Wizardry	enr 16-20	313	exact base-name match
suffix	of Greater Hope	Greater +# to Life	26	jewl		early L50-65 req31 freq16 line1177; mid L66-80 req31 freq32 line1178; late L81-? req31 freq48 line1179	greater_m_hp 95-95	of Hope	hp 9-20	374	exact base-name match
suffix	of Greater Vita	Greater +# to Life	26	lcha		early L50-65 req75 freq2 line1180; mid L66-80 req75 freq4 line1181; late L81-? req75 freq6 line1182	greater_m_hp 95-95	of Vita	hp 60-70	845	exact base-name match
suffix	of the Greater Colosuss	Greater +# to Life	26	shld,pelt		early L50-65 req57 freq12 line1171; mid L66-80 req57 freq24 line1172; late L81-? req57 freq36 line1173	greater_m_hp 95-95	of the Colosuss	hp 41-60	365	exact base-name match
suffix	of the Greater Mammoth	Greater +# to Life	26	club,hamm,mace,ring,helm		early L50-65 req51 freq12 line1174; mid L66-80 req51 freq24 line1175; late L81-? req51 freq36 line1176	greater_m_hp 95-95	of the Mammoth	hp 31-40	371	exact base-name match
suffix	of the Greater Whale	Greater +# to Life	26	tors,belt,amul,phlm,circ		early L1-65 req31 freq12 line1168; mid L66-80 req31 freq24 line1169; late L81-? req31 freq36 line1170	greater_m_hp 95-95	of the Whale	hp 81-100	358	exact base-name match
suffix	of the Greater Lamprey	Greater #% Life stolen per hit	27	mele	orb	early L50-65 req37 freq28 line1189; mid L66-80 req37 freq56 line1190; late L81-? req37 freq84 line1191	greater_m_lifesteal 12-12	of the Lamprey	lifesteal 8-9	129	exact base-name match
suffix	of the Greater Lamprey	Greater #% Life stolen per hit	27	amul		early L50-65 req62 freq8 line1195; mid L66-80 req62 freq16 line1196; late L81-? req62 freq24 line1197	greater_m_lifesteal 12-12	of the Lamprey	lifesteal 6-6	139	exact base-name match
suffix	of the Greater Lamprey	Greater #% Life stolen per hit	27	ring,circ		early L50-65 req55 freq16 line1201; mid L66-80 req55 freq32 line1202; late L81-? req55 freq48 line1203	greater_m_lifesteal 12-12	of the Lamprey	lifesteal 7-8	133	exact base-name match
suffix	of the Greater Leech	Greater #% Life stolen per hit	27	glov		early L50-65 req22 freq16 line1204; mid L66-80 req22 freq32 line1205; late L81-? req22 freq48 line1206	greater_m_lifesteal 12-12	of the Leech	lifesteal 3-3	135	exact base-name match
suffix	of the Greater Locust	Greater #% Life stolen per hit	27	weap	orb	early L50-65 req13 freq28 line1183; mid L66-80 req13 freq56 line1184; late L81-? req13 freq84 line1185	greater_m_lifesteal 12-12	of the Locust	lifesteal 6-7	127	exact base-name match
suffix	of the Greater Bat	Greater #% Mana stolen per hit	28	glov		early L50-65 req23 freq16 line1207; mid L66-80 req23 freq32 line1208; late L81-? req23 freq48 line1209	greater_m_manasteal 12-12	of the Bat	manasteal 3-3	150	exact base-name match
suffix	of the Greater Vampire	Greater #% Mana stolen per hit	28	mele		early L50-65 req41 freq28 line1192; mid L66-80 req41 freq56 line1193; late L81-? req41 freq84 line1194	greater_m_manasteal 12-12	of the Vampire	manasteal 8-9	144	exact base-name match
suffix	of the Greater Vampire	Greater #% Mana stolen per hit	28	amul,circ		early L50-65 req56 freq16 line1198; mid L66-80 req56 freq32 line1199; late L81-? req56 freq48 line1200	greater_m_manasteal 12-12	of the Vampire	manasteal 7-8	148	exact base-name match
suffix	of the Greater Vampire	Greater #% Mana stolen per hit	28	ring		early L50-65 req63 freq8 line1210; mid L66-80 req63 freq16 line1211; late L81-? req63 freq24 line1212	greater_m_manasteal 12-12	of the Vampire	manasteal 6-8	154	exact base-name match
suffix	of the Greater Wraith	Greater #% Mana stolen per hit	28	weap		early L50-65 req14 freq28 line1186; mid L66-80 req14 freq56 line1187; late L81-? req14 freq84 line1188	greater_m_manasteal 12-12	of the Wraith	manasteal 6-7	142	exact base-name match
suffix	of Greater Atlus	Greater +# to Strength	31	amul,belt,club,hamm,circ		early L50-65 req54 freq12 line1216; mid L66-80 req54 freq24 line1217; late L81-? req54 freq36 line1218	greater_m_str 30-30	of Atlus	str 21-30	282	exact base-name match
suffix	of Greater Energy	Greater +# to Energy	31	lcha		early L50-65 req52 freq1 line1228; mid L66-80 req52 freq3 line1229; late L81-? req52 freq4 line1230	greater_m_enr 30-30	of Energy	enr 5-8	857	exact base-name match
suffix	of Greater Virility	Greater +# to Strength	31	jewl		early L50-65 req36 freq16 line1222; mid L66-80 req36 freq32 line1223; late L81-? req36 freq48 line1224	greater_m_str 30-30	of Virility	str 7-9	298	exact base-name match
suffix	of the Greater Giant	Greater +# to Strength	31	mele,glov	blun	early L50-65 req43 freq12 line1213; mid L66-80 req43 freq24 line1214; late L81-? req43 freq36 line1215	greater_m_str 30-30	of the Giant	str 10-15	294	exact base-name match
suffix	of the Greater Ox	Greater +# to Strength	31	mele,glov,shld	blun	early L50-65 req31 freq12 line1219; mid L66-80 req31 freq24 line1220; late L81-? req31 freq36 line1221	greater_m_str 30-30	of the Ox	str 6-9	292	exact base-name match
suffix	of the Greater Titan	Greater +# to Strength	31	ring,scep,mace,tors		early L50-65 req56 freq12 line1225; mid L66-80 req56 freq24 line1226; late L81-? req56 freq36 line1227	greater_m_str 30-30	of the Titan	str 16-20	288	exact base-name match
suffix	of Greater Inertia	Greater +#% Faster Run/Walk	35	lcha		early L50-65 req69 freq2 line1237; mid L66-80 req69 freq4 line1238; late L81-? req69 freq6 line1239	greater_m_move3 15-15	of Inertia	move3 10-10	859	exact base-name match
suffix	of Greater Speed	Greater +#% Faster Run/Walk	35	boot,circ		early L50-65 req25 freq16 line1234; mid L66-80 req25 freq32 line1235; late L81-? req25 freq48 line1236	greater_m_move3 15-15	of Speed	move3 30-30	403	exact base-name match
suffix	of Greater Traveling	Greater +#% Faster Run/Walk	35	boot		early L50-65 req48 freq16 line1231; mid L66-80 req48 freq32 line1232; late L81-? req48 freq48 line1233	greater_m_move3 15-15; greater_stamdrain 117-117	of Traveling	move3 30-30; stamdrain 80-90	405	exact base-name match
suffix	of the Greater Elephant	Greater +# to Life (Based on Character Level) & +# to Mana (Based on Character Level)	41	ring,amul		early L50-65 req49 freq8 line1240; mid L66-80 req49 freq16 line1241; late L81-? req49 freq24 line1242	greater_m_hp/lvl(param=6); greater_mana/lvl(param=3)	of the Elephant	hp/lvl(param=4); mana/lvl(param=2)	376	exact base-name match
suffix	of the Greater Elephant	Greater +# to Life (Based on Character Level) & +# to Mana (Based on Character Level)	41	circ,pelt		early L50-65 req6 freq8 line1243; mid L66-80 req6 freq16 line1244; late L81-? req6 freq24 line1245	greater_m_hp/lvl(param=6); greater_mana/lvl(param=3)	of the Elephant	hp/lvl(param=4); mana/lvl(param=2)	378	exact base-name match
suffix	of the Greater Kraken	Greater +# to Life (Based on Character Level)	41	tors,amul,pelt,phlm		early L50-65 req1 freq4 line1246; mid L66-80 req1 freq8 line1247; late L81-? req1 freq12 line1248	greater_m_hp/lvl(param=6)	of the Kraken	hp/lvl(param=6)	380	exact base-name match
suffix	of Greater Agility2	Greater +%# to Dexterity	42	weap,boot		early L50-65 req64 freq4 line1249; mid L66-80 req64 freq8 line1250; late L81-? req64 freq12 line1251	greater_m_dex% 39-39	of Agility2	dex% 21-30	332	exact base-name match
suffix	of Greater Endurance2	Greater +%# to Vitality	42	weap,glov		early L50-65 req64 freq4 line1255; mid L66-80 req64 freq8 line1256; late L81-? req64 freq12 line1257	greater_m_vit% 39-39	of Endurance2	vit% 21-30	340	exact base-name match
suffix	of Greater Grace	Greater +# to Dexterity (Based on Character Level)	42	helm,amul		early L50-65 req1 freq4 line1267; mid L66-80 req1 freq8 line1268; late L81-? req1 freq12 line1269	greater_m_dex/lvl(param=4)	of Grace	dex/lvl(param=3)	325	exact base-name match
suffix	of Greater Power	Greater +# to Strength (Based on Character Level)	42	belt,amul		early L50-65 req1 freq4 line1264; mid L66-80 req1 freq8 line1265; late L81-? req1 freq12 line1266	greater_m_str/lvl(param=4)	of Power	str/lvl(param=3)	327	exact base-name match
suffix	of Greater Power2	Greater +%# to Strength	42	weap,glov		early L50-65 req64 freq4 line1252; mid L66-80 req64 freq8 line1253; late L81-? req64 freq12 line1254	greater_m_str% 39-39	of Power2	str% 21-30	336	exact base-name match
suffix	of Greater Spirit2	Greater +%# to Energy	42	weap,glov		early L50-65 req64 freq4 line1258; mid L66-80 req64 freq8 line1259; late L81-? req64 freq12 line1260	greater_m_enr% 39-39	of Spirit2	enr% 21-30	344	exact base-name match
suffix	of the Greater Zodiac	Greater +# to all Attributes	42	amul,ring,circ,orb,staf,wand		early L50-65 req71 freq4 line1261; mid L66-80 req71 freq8 line1262; late L81-? req71 freq12 line1263	greater_m_all-stats 45-45	of the Zodiac	all-stats 21-30	349	exact base-name match
suffix	of the Greater Cobra	Greater Poison Resist +#% (Based on Character Level)	43	armo,ring,amul		early L50-65 req1 freq4 line1279; mid L66-80 req1 freq8 line1280; late L81-? req1 freq12 line1281	greater_m_res-pois/lvl(param=8)	of the Cobra	res-pois/lvl(param=6)	239	exact base-name match
suffix	of the Greater Efreeti	Greater Lightning Resist +#% (Based on Character Level)	43	armo,ring,amul		early L50-65 req1 freq4 line1276; mid L66-80 req1 freq8 line1277; late L81-? req1 freq12 line1278	greater_m_res-ltng/lvl(param=8)	of the Efreeti	res-ltng/lvl(param=6)	236	exact base-name match
suffix	of the Greater Elements	Greater Cold Resist +#% (Based on Character Level) & Fire Resist +#% (Based on Character Level) & Lightning Resist +#% (Based on Character Level)	43	circ,shld		early L50-65 req60 freq8 line1282; mid L66-80 req60 freq16 line1283; late L81-? req60 freq24 line1284	greater_m_res-cold/lvl(param=7); greater_res-fire/lvl(param=7); greater_res-ltng/lvl(param=7)	of the Elements	res-cold/lvl(param=5); res-fire/lvl(param=5); res-ltng/lvl(param=5)	243	exact base-name match
suffix	of the Greater Phoenix	Greater Fire Resist +#% (Based on Character Level)	43	armo,ring,amul		early L50-65 req1 freq4 line1273; mid L66-80 req1 freq8 line1274; late L81-? req1 freq12 line1275	greater_m_res-fire/lvl(param=8)	of the Phoenix	res-fire/lvl(param=6)	233	exact base-name match
suffix	of the Greater Yeti	Greater Cold Resist +#% (Based on Character Level)	43	armo,ring,amul		early L50-65 req1 freq4 line1270; mid L66-80 req1 freq8 line1271; late L81-? req1 freq12 line1272	greater_m_res-cold/lvl(param=8)	of the Yeti	res-cold/lvl(param=6)	230	exact base-name match
suffix	of the Greater Lich	Greater #% Mana stolen per hit & #% Life stolen per hit	60	ring,amul		early L50-65 req71 freq4 line1285; mid L66-80 req71 freq8 line1286; late L81-? req71 freq12 line1287	greater_m_manasteal 12-12; greater_lifesteal 15-15	of the Lich	manasteal 8-9; lifesteal 10-12	158	exact base-name match
suffix	of Greater Guarding	Greater +# Defense & +#% Enhanced Damage	61	ring,amul		early L50-65 req39 freq20 line1288; mid L66-80 req39 freq40 line1289; late L81-? req39 freq60 line1290	greater_m_ac 90-90	of Guarding	ac 26-50	5	exact base-name match
suffix	Greater Daze1	Greater Slows Target by #%	64	weap,glov		early L50-65 req35 freq8 line1294; mid L66-80 req35 freq16 line1295; late L81-? req35 freq24 line1296	greater_m_slow 33-33	Daze1	slow 16-20	491	exact base-name match
suffix	Greater Paralysis1	Greater Slows Target by #%	64	weap		early L1-65 req48 freq8 line1291; mid L66-80 req48 freq16 line1292; late L81-? req48 freq24 line1293	greater_m_slow 33-33	Paralysis1	slow 21-25	493	exact base-name match
suffix	of Greater Blindness1	Greater Hit Blinds Target +#	65	weap		early L50-65 req48 freq4 line1297; mid L66-80 req48 freq8 line1298; late L81-? req48 freq12 line1299	greater_m_stupidity 4-4	of Blindness1	stupidity 3-3	497	exact base-name match
suffix	of Greater Reanimation1	Greater Reanimate As: [Returned]	66	weap,glov,amul		early L50-65 req40 freq4 line1300; mid L66-80 req40 freq8 line1301; late L81-? req40 freq12 line1302	greater_m_reanimate(param=5) 7-7	of Reanimation1	reanimate(param=5) 3-5	499	exact base-name match
suffix	of the Greater Four Seasons2	Greater #% All Maximum Resistances	67	armo,shld,ring,amul		early L50-65 req64 freq4 line1306; mid L66-80 req64 freq8 line1307; late L81-? req64 freq12 line1308	greater_m_res-all-max 8-8	of the Four Seasons2	res-all-max 4-6	250	exact base-name match
suffix	of the Greater Soul2	Greater +# Life after each Kill	67	weap,belt,ring,amul,circ		early L50-65 req64 freq8 line1303; mid L66-80 req64 freq16 line1304; late L81-? req64 freq24 line1305	greater_m_heal-kill 33-33	of the Soul2	heal-kill 16-25	399	exact base-name match
suffix	of Greater Siphoning	Greater Life gained after each hit	80	mele,amaz		early L50-65 req17 freq1 line1309; mid L66-80 req17 freq1 line1310; late L81-? req17 freq2 line1311	greater_m_healperhit 16-16	of Siphoning	healperhit 10-12	735	exact base-name match
suffix	of the Greater Swift	Greater +#% Faster Attack Speed	200	misl		early L50-65 req43 freq1 line1312; mid L66-80 req43 freq2 line1313; late L81-? req43 freq3 line1314	greater_m_swing1 39-39	of the Swift	swing1 20-30	904	exact base-name match
suffix	of Greater Maiming	Greater #% Open Wounds	201	misl		early L50-65 req43 freq1 line1318; mid L66-80 req43 freq2 line1319; late L81-? req43 freq3 line1320	greater_m_openwounds 26-26	of Maiming	openwounds 15-20	912	exact base-name match
suffix	of Greater Piercing	Greater Piercing Attack	201	misl		early L50-65 req43 freq1 line1321; mid L66-80 req43 freq2 line1322; late L81-? req43 freq3 line1323	greater_m_pierce 39-39	of Piercing	pierce 20-30	916	exact base-name match
suffix	of Greater Slaying	Greater #% Deadly Strike	201	misl		early L50-65 req43 freq1 line1315; mid L66-80 req43 freq2 line1316; late L81-? req43 freq3 line1317	greater_m_deadly 26-26	of Slaying	deadly 15-20	908	exact base-name match
suffix	of the Greater Vampire	Greater #% Life stolen per hit	202	misl		early L50-65 req34 freq1 line1324; mid L66-80 req34 freq2 line1325; late L81-? req34 freq3 line1326	greater_m_lifesteal 13-13	of the Vampire	lifesteal 5-10	920	exact base-name match
suffix	of the Greater Bat	Greater #% Mana stolen per hit	203	misl		early L50-65 req34 freq1 line1327; mid L66-80 req34 freq2 line1328; late L81-? req34 freq3 line1329	greater_m_manasteal 13-13	of the Bat	manasteal 5-10	924	exact base-name match
suffix	of Greater Resistance	Greater All Resist	204	misl		early L50-65 req34 freq1 line1342; mid L66-80 req34 freq2 line1343; late L81-? req34 freq3 line1344	greater_m_res-all 16-16	of Resistance	res-all 8-12	944	exact base-name match
suffix	of Greater Resistance	Greater Cold Resist	204	misl		early L50-65 req34 freq1 line1333; mid L66-80 req34 freq2 line1334; late L81-? req34 freq3 line1335	greater_m_res-cold 39-39	of Resistance	res-cold 20-30	932	exact base-name match
suffix	of Greater Resistance	Greater Fire Resist	204	misl		early L50-65 req34 freq1 line1330; mid L66-80 req34 freq2 line1331; late L81-? req34 freq3 line1332	greater_m_res-fire 39-39	of Resistance	res-fire 20-30	928	exact base-name match
suffix	of Greater Resistance	Greater Lightning Resist	204	misl		early L50-65 req34 freq1 line1336; mid L66-80 req34 freq2 line1337; late L81-? req34 freq3 line1338	greater_m_res-ltng 39-39	of Resistance	res-ltng 20-30	936	exact base-name match
suffix	of Greater Resistance	Greater Poison Resist	204	misl		early L50-65 req34 freq1 line1339; mid L66-80 req34 freq2 line1340; late L81-? req34 freq3 line1341	greater_m_res-pois 39-39	of Resistance	res-pois 20-30	940	exact base-name match
suffix	of Greater Fortune	Greater magic and gold find	205	misl		early L50-65 req43 freq1 line1345; mid L66-80 req43 freq2 line1346; late L81-? req43 freq3 line1347	greater_m_mag% 52-52; greater_gold% 104-104	of Fortune	mag% 25-40; gold% 50-80	948	exact base-name match
suffix	of Greater Transcendence	Greater ctc amp damage	206	misl		early L50-65 req68 freq1 line1351; mid L66-80 req68 freq1 line1352; late L81-? req68 freq1 line1353	greater_m_hit-skill(param=Amplify Damage) 13-13; greater_pierce-dmg 20-20	of Transcendence	hit-skill(param=Amplify Damage) 10-10; pierce-dmg 10-15	955	exact base-name match
suffix	of Greater Transcendence	Greater ctc lower resist	206	misl		early L50-65 req68 freq1 line1348; mid L66-80 req68 freq1 line1349; late L81-? req68 freq1 line1350	greater_m_hit-skill(param=Lower Resist) 13-13; greater_pierce-elem 20-20	of Transcendence	hit-skill(param=Lower Resist) 10-10; pierce-elem 10-15	953	exact base-name match
suffix	of Greater Transcendence	Greater ctc weaken	206	misl		early L50-65 req68 freq1 line1354; mid L66-80 req68 freq1 line1355; late L81-? req68 freq1 line1356	greater_m_hit-skill(param=Weaken) 13-13; greater_pierce-mag 20-20	of Transcendence	hit-skill(param=Weaken) 10-10; pierce-mag 10-15	957	exact base-name match
