table	line	name	set	spawnable	disabled	item_code	item_name	category	tier	type	type2	current_lvl	proposed_lvl	delta	current_lvl_req	base_levelreq	normal_code	exceptional_code	elite_code
set	44	Infernal Torch	Infernal Tools	1		gwn	Grim Wand	weapon	normal	wand	1wep	1	26	25	5	0	gwn	9gw	7gw
set	152	Grimlock's Wand	Grimlock's Grave	1		bwn	Bone Wand	weapon	normal	wand	1wep	11	18	7	15	0	bwn	9bw	7bw
set	129	Sander's Superstition	Sander's Folly	1		bwn	Bone Wand	weapon	normal	wand	1wep	20	18	-2	25	0	bwn	9bw	7bw
unique	1256	Valorsong		1		paf	vortex shield	armor	elite	ashd		60	85	25	70	66	pa5	paa	paf
unique	1250	Ancients' Epiphany		1		pab	sacred targe	armor	elite	ashd		43	63	20	55	47	pa1	pa6	pab
unique	1253	Faith's Promise		1		pad	Kurast Shield	armor	elite	ashd		62	74	12	70	55	pa3	pa8	pad
unique	1252	Dawn Blesser		1		pac	sacred rondache	armor	elite	ashd		60	70	10	68	52	pa2	pa7	pac
unique	1255	God's Word		1		pae	zakarum shield	armor	elite	ashd		75	82	7	81	61	pa4	pa9	pae
unique	1254	Dawnfall		1		pad	Kurast Shield	armor	elite	ashd		70	74	4	75	55	pa3	pa8	pad
unique	1257	Fortress of Morpheus		1		paf	Vortex Shield	armor	elite	ashd		84	85	1	88	66	pa5	paa	paf
unique	1251	Cleric's Rebuke		1		pab	Sacred Targe	armor	elite	ashd		64	63	-1	72	47	pa1	pa6	pab
unique	350	Dragonscale		1		pae	zakarum shield	armor	elite	ashd		84	82	-2	80	61	pa4	pa9	pae
unique	332	Alma Negra		1		pac	sacred rondache	armor	elite	ashd		85	70	-15	77	52	pa2	pa7	pac
unique	377	Nosferatu's Coil		1		uvc	vampirefang belt	armor	elite	belt		50	68	18	51	51	vbl	zvb	uvc
unique	379	Verdungo's Hearty Cord		1		umc	mithril coil	armor	elite	belt		60	75	15	63	56	mbl	zmb	umc
unique	1141	Dreadfury		1		uvc	vampirefang belt	armor	elite	belt		56	68	12	64	51	vbl	zvb	uvc
unique	421	Gheed's Wager		1		utc	troll belt	armor	elite	belt		70	82	12	71	62	tbl	ztb	utc
unique	1143	Wisdom's Wrap		1		utc	troll belt	armor	elite	belt		72	82	10	78	62	tbl	ztb	utc
unique	1140	Duskwreath		1		ulc	spiderweb sash	armor	elite	belt		52	61	9	60	46	lbl	zlb	ulc
unique	1146	Ogre's Embrace		1		uhc	Colossus Girdle	armor	elite	belt		76	85	9	80	67	hbl	zhb	uhc
unique	1441	Cincture of Falling Grace		1		uvc	vampirefang belt	armor	elite	belt		60	68	8	70	51	vbl	zvb	uvc
unique	1144	Ecstacy of Ishtar		1		utc	Troll Belt	armor	elite	belt		86	82	-4	80	62	tbl	ztb	utc
unique	1062	The Saboteur's Bandolier		1		umc	mithril coil	armor	elite	belt		81	75	-6	81	56	mbl	zmb	umc
unique	1142	Kashya's Ward		1		umc	mithril coil	armor	elite	belt		85	75	-10	85	56	mbl	zmb	umc
unique	376	Arachnid Mesh		1		ulc	spiderweb sash	armor	elite	belt		87	61	-26	80	46	lbl	zlb	ulc
unique	416	Wraithstep		1		utb	mirrored boots	armor	elite	boot		60	81	21	67	60	tbt	xtb	utb
unique	1098	Bonemesh		1		uhb	myrmidon greaves	armor	elite	boot		65	85	20	65	65	hbt	xhb	uhb
unique	1119	Wild Horses		1		uhb	myrmidon greaves	armor	elite	boot		65	85	20	65	65	hbt	xhb	uhb
unique	1117	Stairway to Heaven		1		utb	mirrored boots	armor	elite	boot		66	81	15	74	60	tbt	xtb	utb
unique	1116	Hollowed Ground		1		umb	boneweave boots	armor	elite	boot		60	72	12	65	54	mbt	xmb	umb
unique	312	Shadow Dancer		1		uhb	myrmidon greaves	armor	elite	boot		75	85	10	75	65	hbt	xhb	uhb
unique	372	Sandstorm Trek		1		uvb	scarabshell boots	armor	elite	boot		60	66	6	64	49	vbt	xvb	uvb
unique	373	Marrowwalk		1		umb	boneweave boots	armor	elite	boot		70	72	2	76	54	mbt	xmb	umb
unique	1113	Dance of the Cobra		1		ulb	wyrmhide boots	armor	elite	boot		64	60	-4	70	45	lbt	xlb	ulb
unique	1118	Lustwander		1		utb	mirrored boots	armor	elite	boot		85	81	-4	86	60	tbt	xtb	utb
unique	1110	Zero Effect		1		utb	mirrored boots	armor	elite	boot		85	81	-4	81	60	tbt	xtb	utb
unique	1115	Thoqqua's Slipper		1		uvb	scarabshell boots	armor	elite	boot		75	66	-9	75	49	vbt	xvb	uvb
unique	1114	Stallion Hooves		1		ulb	Wyrmhide Boots	armor	elite	boot		80	60	-20	80	45	lbt	xlb	ulb
unique	1022	Royal Diadem		1		ci3	diadem	armor	elite	circ		80	85	5	83	64	ci1	ci2	ci3
unique	1021	Blindsight		1		ci3	diadem	armor	elite	circ		82	85	3	86	64	ci1	ci2	ci3
unique	339	Griffon's Eye		1		ci3	diadem	armor	elite	circ		84	85	1	76	64	ci1	ci2	ci3
unique	394	Steelrend		1		uhg	ogre gauntlets	armor	elite	glov		70	85	15	70	64	hgl	xhg	uhg
unique	1087	Griefspawn		1		ulg	Bramble Mitts	armor	elite	glov		47	57	10	57	42	lgl	xlg	ulg
unique	1088	Bloodyearn		1		uvg	vampirebone gloves	armor	elite	glov		60	63	3	70	47	vgl	xvg	uvg
unique	1074	Viridian Gloves		1		uvg	vampirebone gloves	armor	elite	glov		60	63	3	70	47	vgl	xvg	uvg
unique	1092	Black Lotus		1		uhg	ogre gauntlets	armor	elite	glov		83	85	2	87	64	hgl	xhg	uhg
unique	1086	Mephisto's Claw		1		ulg	bramble mitts	armor	elite	glov		55	57	2	64	42	lgl	xlg	ulg
unique	1090	Grip of the Faithful		1		utg	crusader gauntlets	armor	elite	glov		80	76	-4	84	57	tgl	xtg	utg
unique	1484	Blinded by Faith		1		utg	crusader gauntlets	armor	elite	glov		85	76	-9	89	57	tgl	xtg	utg
unique	1091	Hellhunger		1		utg	Crusader Gauntlets	armor	elite	glov		85	76	-9	83	57	tgl	xtg	utg
unique	315	Soul Drainer		1		umg	vambraces	armor	elite	glov		82	69	-13	74	51	mgl	xmg	umg
unique	1089	Lachdanan's Bracers		1		umg	vambraces	armor	elite	glov		85	69	-16	85	51	mgl	xmg	umg
unique	367	Dracul's Grasp		1		uvg	vampirebone gloves	armor	elite	glov		84	63	-21	76	47	vgl	xvg	uvg
unique	412	Ars Tor'Baalos		1		wae	blasphemous compendium	armor	elite	grim		70	81	11	73	60	wa4	wa9	wae
unique	1466	Tome of the Pitborn Host		1		wac	Occult Tome	armor	elite	grim		60	67	7	69	49	wa2	wa7	wac
unique	411	Ars Al'Diablolos		1		waf	blasphemous grimoire	armor	elite	grim		80	85	5	80	65	wa5	waa	waf
unique	1464	The Black Oath Ledger		1		wab	Forgotten Volume	armor	elite	grim		60	59	-1	70	44	wa1	wa6	wab
unique	413	Ars Dul'Mephistos		1		wac	occult tome	armor	elite	grim		70	67	-3	78	49	wa2	wa7	wac
unique	1469	The Seventh Pact		1		wae	Blasphemous Compendium	armor	elite	grim		85	81	-4	90	60	wa4	wa9	wae
unique	1467	Codex of the Crimson Pyre		1		wad	Occult Codex	armor	elite	grim		75	66	-9	83	50	wa3	wa8	wad
unique	1468	The Rendfathers Codex		1		wad	Occult Codex	armor	elite	grim		75	66	-9	83	50	wa3	wa8	wad
unique	1465	Scripture of the IronBound		1		wab	Forgotten Volume	armor	elite	grim		70	59	-11	78	44	wa1	wa6	wab
unique	333	Darkforce Spawn		1		nef	bloodlord skull	armor	elite	head		60	85	25	64	65	ne5	nea	nef
unique	1226	Dreadmother		1		neg	Hellspawn Skull	armor	elite	head		47	67	20	57	50	ne2	ne7	neg
unique	1224	Reaper's Trophy		1		neb	Minion Skull	armor	elite	head		39	59	20	49	44	ne1	ne6	neb
unique	1223	Venomlord's Visage		1		neb	minion skull	armor	elite	head		43	59	16	55	44	ne1	ne6	neb
unique	1229	Mehtans Choice		1		nee	Succubus Skull	armor	elite	head		70	81	11	75	60	ne4	ne9	nee
unique	1230	Ravings of the Mad		1		nef	bloodlord skull	armor	elite	head		82	85	3	86	65	ne5	nea	nef
unique	344	Boneflame		1		nee	Succubus Skull	armor	elite	head		80	81	1	80	60	ne4	ne9	nee
unique	1225	Devil's Advocate		1		neg	hellspawn skull	armor	elite	head		70	67	-3	75	50	ne2	ne7	neg
unique	1228	Jondars Horde		1		ned	Overseer Skull	armor	elite	head		70	66	-4	75	49	ne3	ne8	ned
unique	1227	Rathmas Desire		1		ned	overseer skull	armor	elite	head		83	66	-17	87	49	ne3	ne8	ned
unique	382	Giant Skull		1		uh9	bone visage	armor	elite	helm		60	84	24	65	63	bhm	xh9	uh9
unique	1005	Bane's Dark Wisdom		1		uap	shako	armor	elite	helm		43	58	15	55	43	cap	xap	uap
unique	346	Nightwing's Veil		1		uhm	spired helm	armor	elite	helm		65	79	14	67	59	ghm	xhm	uhm
unique	1007	Slaver's Price		1		ukp	hydraskull	armor	elite	helm		50	63	13	60	47	skp	xkp	ukp
unique	252	Veil of Steel		1		uhm	Spired Helm	armor	elite	helm		70	79	9	73	59	ghm	xhm	uhm
unique	300	Steel Shade		1		ulm	armet	armor	elite	helm		60	68	8	62	51	hlm	xlm	ulm
unique	1011	Lilith's Crest		1		usk	demonhead	armor	elite	helm		70	74	4	77	55	msk	xsk	usk
unique	347	Crown of Ages		1		urn	corona	armor	elite	helm		82	85	3	82	66	crn	xrn	urn
unique	1010	King Conan's Rule		1		urn	corona	armor	elite	helm		84	85	1	84	66	crn	xrn	urn
unique	1006	Overlord's Helm		1		uh9	bone visage	armor	elite	helm		85	84	-1	81	63	bhm	xh9	uh9
unique	985	The Gambler's Fallacy		1		uh9	bone visage	armor	elite	helm		85	84	-1	90	63	bhm	xh9	uh9
unique	251	Harlequin Crest		1		uap	Shako	armor	elite	helm		60	58	-2	62	43	cap	xap	uap
unique	1009	Judas Kiss		1		uhl	Giant Conch	armor	elite	helm		57	54	-3	66	40	fhl	xhl	uhl
unique	997	Ragnarok		1		uhm	Spired Helm	armor	elite	helm		85	79	-6	85	59	ghm	xhm	uhm
unique	988	Judge's Helmet		1		ulm	armet	armor	elite	helm		75	68	-7	75	51	hlm	xlm	ulm
unique	348	Andariel's Visage		1		usk	demonhead	armor	elite	helm		85	74	-11	83	55	msk	xsk	usk
unique	1012	Kiss of the Vampire		1		ukp	hydraskull	armor	elite	helm		77	63	-14	81	47	skp	xkp	ukp
unique	1008	Conch of Dismay		1		uhl	giant conch	armor	elite	helm		80	54	-26	80	40	fhl	xhl	uhl
unique	1305	Sanctuary's Scion		1		drc	Sun Spirit	armor	elite	pelt		49	69	20	59	51	dr2	dr7	drc
unique	330	Spirit Keeper		1		drd	earth spirit	armor	elite	pelt		60	76	16	67	57	dr3	dr8	drd
unique	1309	Stone Feather		1		drf	Dream Spirit	armor	elite	pelt		70	85	15	70	66	dr5	dra	drf
unique	1306	Spirit of the Land		1		drd	earth spirit	armor	elite	pelt		65	76	11	72	57	dr3	dr8	drd
unique	1307	Hecuba's Tresses		1		dre	sky spirit	armor	elite	pelt		75	83	8	75	62	dr4	dr9	dre
unique	313	Cerberus' Bite		1		drb	blood spirit	armor	elite	pelt		60	62	2	63	46	dr1	dr6	drb
unique	353	Ravenlore		1		dre	sky spirit	armor	elite	pelt		82	83	1	74	62	dr4	dr9	dre
unique	1304	Eagle Eyes		1		drc	sun spirit	armor	elite	pelt		80	69	-11	70	51	dr2	dr7	drc
unique	1303	Call of the Wild		1		drb	blood spirit	armor	elite	pelt		85	62	-23	81	46	dr1	dr6	drb
unique	1277	Conqueror's Feast		1		bab	carnage helm	armor	elite	phlm		50	60	10	55	45	ba1	ba6	bab
unique	1279	Death Knight's Mask		1		bac	fury visor	armor	elite	phlm		60	66	6	70	49	ba2	ba7	bac
unique	364	Halaberd's Reign		1		bae	conqueror crown	armor	elite	phlm		75	80	5	77	60	ba4	ba9	bae
unique	328	Demonhorn's Edge		1		bad	destroyer helm	armor	elite	phlm		70	73	3	75	54	ba3	ba8	bad
unique	1280	Wasteland Visage		1		bad	destroyer helm	armor	elite	phlm		70	73	3	78	54	ba3	ba8	bad
unique	1283	Conscience of the King		1		baf	Guardian Crown	armor	elite	phlm		83	85	2	87	65	ba5	baa	baf
unique	1281	Insight of the Ancients		1		bae	conqueror helm	armor	elite	phlm		86	80	-6	90	60	ba4	ba9	bae
unique	358	Wolfhowl		1		bac	fury visor	armor	elite	phlm		85	66	-19	79	49	ba2	ba7	bac
unique	359	Spirit Ward		1		uts	ward	armor	elite	shie		60	84	24	68	63	gts	xts	uts
unique	1065	Baal's Wing		1		upk	blade barrier	armor	elite	shie		60	68	8	65	51	spk	xpk	upk
unique	1061	Lachdanan's Guard		1		uow	aegis	armor	elite	shie		76	79	3	82	59	tow	xow	uow
unique	1058	Shield of Myth		1		urg	hyperion	armor	elite	shie		62	64	2	70	54	lrg	xrg	urg
unique	1057	Solar Eclipse		1		uml	luna	armor	elite	shie		59	61	2	67	45	sml	xml	uml
unique	256	Stormshield		1		uit	Monarch	armor	elite	shie		70	72	2	73	54	kit	xit	uit
unique	255	Blackoak Shield		1		uml	Luna	armor	elite	shie		60	61	1	61	45	sml	xml	uml
unique	1063	Braced for Battle		1		uts	ward	armor	elite	shie		85	84	-1	86	63	gts	xts	uts
unique	352	Medusa's Gaze		1		uow	aegis	armor	elite	shie		84	79	-5	76	59	tow	xow	uow
unique	393	Head Hunter's Glory		1		ush	troll nest	armor	elite	shie		83	76	-7	75	57	bsh	xsh	ush
unique	366	Spike Thorn		1		upk	blade barrier	armor	elite	shie		75	68	-7	80	51	spk	xpk	upk
unique	1059	Safewarden		1		urg	Hyperion	armor	elite	shie		75	64	-11	75	54	lrg	xrg	urg
unique	1055	Chill of Winter		1		uuc	heater	armor	elite	shie		75	58	-17	80	43	buc	xuc	uuc
unique	1056	Sun Tormenter		1		uuc	Heater	armor	elite	shie		75	58	-17	80	43	buc	xuc	uuc
unique	320	Leviathan		1		uld	kraken shell	armor	elite	tors		55	81	26	65	61	fld	xld	uld
unique	351	Steel Carapace		1		uul	shadow plate	armor	elite	tors		60	83	23	66	64	ful	xul	uul
unique	954	Aphrodite's Girdle		1		ula	Scarab Husk	armor	elite	tors		52	68	16	60	51	hla	xla	ula
unique	957	Feathering Mithril		1		ung	Diamond Mail	armor	elite	tors		57	72	15	65	54	rng	xng	ung
unique	369	Templar's Might		1		uar	sacred armor	armor	elite	tors		70	85	15	74	66	aar	xar	uar
unique	969	Pride of the Barony		1		uth	Lacquered Plate	armor	elite	tors		68	82	14	75	62	gth	xth	uth
unique	959	Golden Lotus		1		ucl	Loricated Mail	armor	elite	tors		60	73	13	67	55	scl	xcl	ucl
unique	962	Celestial Unicorn		1		urs	great hauberk	armor	elite	tors		64	75	11	70	56	brs	xrs	urs
unique	971	Heaven's Treasure		1		utp	archon plate	armor	elite	tors		75	84	9	75	63	ltp	xtp	utp
unique	951	Ancient Dragon		1		uea	wyrmhide	armor	elite	tors		59	67	8	67	50	lea	xea	uea
unique	952	Crescent of Secrets		1		uea	Wyrmhide	armor	elite	tors		59	67	8	60	50	lea	xea	uea
unique	966	Lunatic Fringe		1		ult	Hellforged Plate	armor	elite	tors		70	78	8	75	59	plt	xlt	ult
unique	950	Blanket of Stars		1		uui	dusk shroud	armor	elite	tors		58	65	7	65	49	qui	xui	uui
unique	956	Adamantine Links		1		ung	diamond mail	armor	elite	tors		66	72	6	73	54	rng	xng	ung
unique	953	Zaratan Hide		1		ula	scarab husk	armor	elite	tors		62	68	6	69	51	hla	xla	ula
unique	958	Will-O'-Wisp		1		ucl	loricated mail	armor	elite	tors		68	73	5	74	55	scl	xcl	ucl
unique	955	Wyrmbane		1		utu	wire fleece	armor	elite	tors		66	70	4	73	53	stu	xtu	utu
unique	964	Diablo's Scale		1		upl	balrog skin	armor	elite	tors		73	76	3	78	57	spl	xpl	upl
unique	965	Hellshifter		1		ult	hellforged plate	armor	elite	tors		76	78	2	80	59	plt	xlt	ult
unique	960	Chains of the Abyss		1		uhn	boneweave	armor	elite	tors		61	62	1	68	47	chn	xhn	uhn
unique	972	Legacy of the Eternals		1		utp	Archon Plate	armor	elite	tors		85	84	-1	85	63	ltp	xtp	utp
unique	970	Shadowtrick		1		uul	shadow plate	armor	elite	tors		84	83	-1	84	64	ful	xul	uul
unique	314	Tyrael's Might		1		uar	sacred armor	armor	elite	tors		87	85	-2	84	66	aar	xar	uar
unique	968	Lachdanan's Heart		1		uth	lacquered plate	armor	elite	tors		85	82	-3	85	62	gth	xth	uth
unique	963	Gray God's Mantle		1		urs	Great Hauberk	armor	elite	tors		80	75	-5	80	56	brs	xrs	urs
unique	254	Arkaine's Valor		1		upl	Balrog Skin	armor	elite	tors		85	76	-9	85	57	spl	xpl	upl
unique	253	The Gladiator's Bane		1		utu	Wire Fleece	armor	elite	tors		85	70	-15	85	53	stu	xtu	utu
unique	361	Ormus' Robes		1		uui	dusk shroud	armor	elite	tors		85	65	-20	85	49	qui	xui	uui
unique	961	Tarrasque Hide		1		uhn	Boneweave	armor	elite	tors		85	62	-23	86	47	chn	xhn	uhn
unique	1246	Black Rain		1		pa8	Protector Shield	armor	exceptional	ashd		25	46	21	39	34	pa3	pa8	pad
unique	1248	Wisdom of Thoth		1		paa	royal shield	armor	exceptional	ashd		36	55	19	46	41	pa5	paa	paf
unique	1245	Defender of Innocence		1		pa8	protector shield	armor	exceptional	ashd		29	46	17	45	34	pa3	pa8	pad
unique	1243	Knight's Holy Sigil		1		pa7	akaran rondache	armor	exceptional	ashd		25	40	15	41	30	pa2	pa7	pac
unique	1244	Voice of the Prophet		1		pa7	Akaran Rondache	armor	exceptional	ashd		25	40	15	34	30	pa2	pa7	pac
unique	288	Herald of Zakarum		1		pa9	Gilded Shield	armor	exceptional	ashd		40	51	11	50	38	pa4	pa9	pae
unique	1241	Death to the Soul		1		pa6	akaran targe	armor	exceptional	ashd		25	35	10	37	26	pa1	pa6	pab
unique	1242	Twilight Presence		1		pa6	Akaran Targe	armor	exceptional	ashd		25	35	10	30	26	pa1	pa6	pab
unique	1247	Crusader's Will		1		pa9	Gilded Shield	armor	exceptional	ashd		45	51	6	50	38	pa4	pa9	pae
unique	1249	Grand Inquisitor		1		paa	Royal Shield	armor	exceptional	ashd		50	55	5	65	41	pa5	paa	paf
unique	1134	Meshif's Coil		1		zmb	mesh belt	armor	exceptional	belt		22	43	21	45	25	mbl	zmb	umc
unique	247	Gloom's Trap		1		zmb	Mesh Belt	armor	exceptional	belt		25	43	18	36	25	mbl	zmb	umc
unique	1135	Weakling's Whimper		1		zmb	mesh belt	armor	exceptional	belt		25	43	18	40	25	mbl	zmb	umc
unique	1132	Megaladon Wrap		1		zvb	sharkskin belt	armor	exceptional	belt		25	39	14	41	25	vbl	zvb	uvc
unique	246	Razortail		1		zvb	Sharkskin Belt	armor	exceptional	belt		25	39	14	32	25	vbl	zvb	uvc
unique	1133	Wave Whipper		1		zvb	sharkskin belt	armor	exceptional	belt		25	39	14	37	25	vbl	zvb	uvc
unique	1139	Shattered Dreams		1		zhb	war belt	armor	exceptional	belt		43	54	11	50	25	hbl	zhb	uhc
unique	245	String of Ears		1		zlb	Demonhide Sash	armor	exceptional	belt		25	36	11	29	24	lbl	zlb	ulc
unique	1138	The Art of War		1		zhb	war belt	armor	exceptional	belt		43	54	11	54	25	hbl	zhb	uhc
unique	249	Thundergod's Vigor		1		zhb	War Belt	armor	exceptional	belt		43	54	11	47	25	hbl	zhb	uhc
unique	1130	Warriv's Snakeskin		1		zlb	demonhide sash	armor	exceptional	belt		25	36	11	39	24	lbl	zlb	ulc
unique	1131	Xenophobe		1		zlb	demonhide sash	armor	exceptional	belt		25	36	11	36	24	lbl	zlb	ulc
unique	1136	Assassin Vine		1		ztb	battle belt	armor	exceptional	belt		43	49	6	48	25	tbl	ztb	utc
unique	1137	Fortune's Fool		1		ztb	battle belt	armor	exceptional	belt		43	49	6	46	25	tbl	ztb	utc
unique	248	Snowclash		1		ztb	Battle Belt	armor	exceptional	belt		43	49	6	50	25	tbl	ztb	utc
unique	244	Gore Rider		1		xhb	War Boots	armor	exceptional	boot		30	54	24	47	25	hbt	xhb	uhb
unique	243	War Traveler		1		xtb	Battle Boots	armor	exceptional	boot		30	49	19	42	25	tbt	xtb	utb
unique	242	Silkweave		1		xmb	Mesh Boots	armor	exceptional	boot		25	43	18	36	25	mbt	xmb	umb
unique	241	Waterwalk		1		xvb	Sharkskin Boots	armor	exceptional	boot		25	39	14	32	25	vbt	xvb	uvb
unique	1106	Cain's Stride		1		xvb	sharkskin boots	armor	exceptional	boot		28	39	11	38	25	vbt	xvb	uvb
unique	1104	Deepwander		1		xlb	demonhide boots	armor	exceptional	boot		25	36	11	35	24	lbt	xlb	ulb
unique	1103	Hooves of Satan		1		xlb	demonhide boots	armor	exceptional	boot		25	36	11	40	24	lbt	xlb	ulb
unique	240	Infernostride		1		xlb	Demonhide Boots	armor	exceptional	boot		25	36	11	29	24	lbt	xlb	ulb
unique	1108	Zebrastride		1		xmb	mesh boots	armor	exceptional	boot		32	43	11	43	25	mbt	xmb	umb
unique	1112	Doubtraiser		1		xhb	war boots	armor	exceptional	boot		45	54	9	55	25	hbt	xhb	uhb
unique	1109	Halbu's Gift		1		xtb	battle boots	armor	exceptional	boot		40	49	9	50	25	tbt	xtb	utb
unique	1107	Whirling Dervish		1		xmb	mesh boots	armor	exceptional	boot		38	43	5	48	25	mbt	xmb	umb
unique	1111	River Stalker		1		xhb	war boots	armor	exceptional	boot		51	54	3	60	25	hbt	xhb	uhb
unique	1105	Asheara's Slippers		1		xvb	sharkskin boots	armor	exceptional	boot		43	39	-4	45	25	vbt	xvb	uvb
unique	1020	Mystic Angel		1		ci2	tiara	armor	exceptional	circ		50	70	20	60	52	ci1	ci2	ci3
unique	1019	Gillian's Tiara		1		ci2	tiara	armor	exceptional	circ		80	70	-10	82	52	ci1	ci2	ci3
unique	238	Lava Gout		1		xtg	Battle Guantlets	armor	exceptional	glov		30	49	19	42	25	tgl	xtg	utg
unique	1079	Conspiracy of Thieves		1		xvg	sharkskin gloves	armor	exceptional	glov		25	39	14	39	25	vgl	xvg	uvg
unique	239	Hellmouth		1		xhg	War Gauntlets	armor	exceptional	glov		43	54	11	47	25	hgl	xhg	uhg
unique	1085	Threat of Retribution		1		xhg	war gauntlets	armor	exceptional	glov		43	54	11	55	25	hgl	xhg	uhg
unique	1078	Askarian Grips		1		xvg	sharkskin gloves	armor	exceptional	glov		30	39	9	43	25	vgl	xvg	uvg
unique	1083	Gryphon's Claw		1		xtg	battle gauntlets	armor	exceptional	glov		40	49	9	50	25	tgl	xtg	utg
unique	1076	Devil's Invocation		1		xlg	demonhide gloves	armor	exceptional	glov		25	33	8	37	21	lgl	xlg	ulg
unique	237	Ghoulhide		1		xmg	Heavy Bracers	armor	exceptional	glov		35	43	8	36	25	mgl	xmg	umg
unique	1077	Marauder's Claw		1		xlg	demonhide gloves	armor	exceptional	glov		25	33	8	34	21	lgl	xlg	ulg
unique	235	Venom Grip		1		xlg	Demonhide Gloves	armor	exceptional	glov		25	33	8	29	21	lgl	xlg	ulg
unique	1082	Warlock's Touch		1		xtg	battle gauntlets	armor	exceptional	glov		43	49	6	54	25	tgl	xtg	utg
unique	1084	Burning Soul		1		xhg	war gauntlets	armor	exceptional	glov		51	54	3	60	25	hgl	xhg	uhg
unique	1080	Spikefiend Bracers		1		xmg	heavy bracers	armor	exceptional	glov		40	43	3	48	25	mgl	xmg	umg
unique	236	Gravepalm		1		xvg	Sharkskin Gloves	armor	exceptional	glov		43	39	-4	55	25	vgl	xvg	uvg
unique	1081	Rapturous Blessings		1		xmg	heavy bracers	armor	exceptional	glov		60	43	-17	70	25	mgl	xmg	umg
unique	1460	The True Names of the Pit		1		wa9	Possessed Compendium	armor	exceptional	grim		40	36	-4	55	36	wa4	wa9	wae
unique	1463	Grimoire of the Obsidian Curse		1		waa	Possessed Grimoire	armor	exceptional	grim		45	40	-5	61	40	wa5	waa	waf
unique	1459	The Bloodletters Codex		1		wa8	Dark Codex	armor	exceptional	grim		45	33	-12	55	33	wa3	wa8	wad
unique	1461	The Bloodsigil Testament		1		wa9	Possessed Compendium	armor	exceptional	grim		50	36	-14	60	36	wa4	wa9	wae
unique	414	Measured Wrath		1		wa6	burnt text	armor	exceptional	grim		50	24	-26	52	24	wa1	wa6	wab
unique	1221	Dreamweaver		1		ne9	Cantor Trophy	armor	exceptional	head		25	49	24	40	36	ne4	ne9	nee
unique	1218	Fallen Hero's Disgrace		1		ne8	Sexton Trophy	armor	exceptional	head		25	45	20	43	33	ne3	ne8	ned
unique	1219	Rictus of the Joker		1		ne8	Sexton Trophy	armor	exceptional	head		25	45	20	36	33	ne3	ne8	ned
unique	1217	Carrion Comfort		1		ne7	Fetish Trophy	armor	exceptional	head		25	39	14	33	29	ne2	ne7	neg
unique	283	Homunculus		1		nea	Heirophant Trophy	armor	exceptional	head		40	54	14	42	40	ne5	nea	nef
unique	1216	Mystery of Life		1		ne7	fetish trophy	armor	exceptional	head		25	39	14	39	29	ne2	ne7	neg
unique	1220	Vow of Revenge		1		ne9	cantor trophy	armor	exceptional	head		35	49	14	47	36	ne4	ne9	nee
unique	1222	Putrid Defiler		1		nea	heirophant trophy	armor	exceptional	head		42	54	12	52	40	ne5	nea	nef
unique	1215	Janus' Face		1		ne6	Mummified Trophy	armor	exceptional	head		25	33	8	29	24	ne1	ne6	neb
unique	1214	King Tut		1		ne6	mummified trophy	armor	exceptional	head		25	33	8	35	24	ne1	ne6	neb
unique	993	Helm of Ra		1		xlm	casque	armor	exceptional	helm		24	42	18	39	25	hlm	xlm	ulm
unique	206	Stealskull		1		xlm	Casque	armor	exceptional	helm		25	42	17	35	25	hlm	xlm	ulm
unique	995	Knight's Crest		1		xhl	basinet	armor	exceptional	helm		30	45	15	43	25	fhl	xhl	uhl
unique	209	Crown of Thieves		1		xrn	Grand Crown	armor	exceptional	helm		43	55	12	49	25	crn	xrn	urn
unique	991	Drunken Fury		1		xkp	sallet	armor	exceptional	helm		25	37	12	36	25	skp	xkp	ukp
unique	992	Neonate's Sallet		1		xkp	sallet	armor	exceptional	helm		25	37	12	40	25	skp	xkp	ukp
unique	1000	Reign of Deceit		1		xrn	grand crown	armor	exceptional	helm		43	55	12	56	25	crn	xrn	urn
unique	205	Rockstopper		1		xkp	Sallet	armor	exceptional	helm		25	37	12	31	25	skp	xkp	ukp
unique	994	Troubled Thoughts		1		xlm	casque	armor	exceptional	helm		30	42	12	43	25	hlm	xlm	ulm
unique	999	Usurper's Ambition		1		xrn	grand crown	armor	exceptional	helm		43	55	12	53	25	crn	xrn	urn
unique	1002	Arch-Nemesis		1		xsk	death mask	armor	exceptional	helm		38	48	10	48	25	msk	xsk	usk
unique	207	Darksight Helm		1		xhl	Basinet	armor	exceptional	helm		35	45	10	38	25	fhl	xhl	uhl
unique	996	Wraithwatch		1		xhl	basinet	armor	exceptional	helm		35	45	10	46	25	fhl	xhl	uhl
unique	990	Hushmaker		1		xap	war hat	armor	exceptional	helm		25	34	9	33	22	cap	xap	uap
unique	204	Peasant Crown		1		xap	War Hat	armor	exceptional	helm		25	34	9	28	22	cap	xap	uap
unique	989	Pepin's Blessing		1		xap	war hat	armor	exceptional	helm		25	34	9	36	22	cap	xap	uap
unique	998	Embracing Solitude		1		xhm	winged helm	armor	exceptional	helm		43	51	8	53	25	ghm	xhm	uhm
unique	208	Valkyrie Wing		1		xhm	Winged Helm	armor	exceptional	helm		43	51	8	44	25	ghm	xhm	uhm
unique	1003	Ghoulslayer		1		xh9	grim helm	armor	exceptional	helm		43	50	7	46	25	bhm	xh9	uh9
