side	source_file	line	name	description	spawnable	rare	phase1_scope	group	frequency	level_before	level_after	level_delta	maxlevel_before	maxlevel_after	maxlevel_delta	levelreq_before	levelreq_after	levelreq_delta	mods	itypes	etypes
prefix	magicprefix.txt	1026	Shimmering	All Resistances +#	1	1	yes	116	3	81	57	-24				81	69	-12	res-all 10-12	lcha	
prefix	magicprefix.txt	1027	Virulent	-# Enemy Poison Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-pois(1) 1-1	scha	
prefix	magicprefix.txt	1028	Virulent	-# Enemy Poison Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-pois(1) 1-2	ring, mcha	
prefix	magicprefix.txt	1029	Virulent	-# Enemy Poison Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-pois(1) 1-3	amul, glov, boot, belt, helm, lcha	
prefix	magicprefix.txt	1030	Virulent	-# Enemy Poison Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-pois(1) 1-4	shld, weap	
prefix	magicprefix.txt	1031	Virulent	-# Enemy Poison Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-pois(1) 2-8	tors	
prefix	magicprefix.txt	1032	Incendiary	-# Enemy Fire Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-fire(1) 1-1	scha	
prefix	magicprefix.txt	1033	Incendiary	-# Enemy Fire Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-fire(1) 1-2	ring, mcha	
prefix	magicprefix.txt	1034	Incendiary	-# Enemy Fire Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-fire(1) 1-3	amul, glov, boot, belt, helm, lcha	
prefix	magicprefix.txt	1035	Incendiary	-# Enemy Fire Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-fire(1) 1-4	shld, weap	
prefix	magicprefix.txt	1036	Incendiary	-# Enemy Fire Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-fire(1) 2-8	tors	
prefix	magicprefix.txt	1037	Gelid	-# Enemy Cold Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-cold(1) 1-1	scha	
prefix	magicprefix.txt	1038	Gelid	-# Enemy Cold Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-cold(1) 1-2	ring, mcha	
prefix	magicprefix.txt	1039	Gelid	-# Enemy Cold Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-cold(1) 1-3	amul, glov, boot, belt, helm, lcha	
prefix	magicprefix.txt	1040	Gelid	-# Enemy Cold Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-cold(1) 1-4	shld, weap	
prefix	magicprefix.txt	1041	Gelid	-# Enemy Cold Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-cold(1) 2-8	tors	
prefix	magicprefix.txt	1042	Magnetic	-# Enemy Lightning Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-ltng(1) 1-1	scha	
prefix	magicprefix.txt	1043	Magnetic	-# Enemy Lightning Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-ltng(1) 1-2	ring, mcha	
prefix	magicprefix.txt	1044	Magnetic	-# Enemy Lightning Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-ltng(1) 1-3	amul, glov, boot, belt, helm, lcha	
prefix	magicprefix.txt	1045	Magnetic	-# Enemy Lightning Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-ltng(1) 1-4	shld, weap	
prefix	magicprefix.txt	1046	Magnetic	-# Enemy Lightning Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-ltng(1) 2-8	tors	
prefix	magicprefix.txt	1047	Mystical	-# Enemy Magic Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-mag(1) 1-1	scha	
prefix	magicprefix.txt	1048	Mystical	-# Enemy Magic Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-mag(1) 1-2	ring, mcha	
prefix	magicprefix.txt	1049	Mystical	-# Enemy Magic Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-mag(1) 1-3	amul, glov, boot, belt, helm, lcha	
prefix	magicprefix.txt	1050	Mystical	-# Enemy Magic Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-mag(1) 1-4	shld, weap	
prefix	magicprefix.txt	1051	Mystical	-# Enemy Magic Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-mag(1) 2-8	tors	
prefix	magicprefix.txt	1052	Breaching	-# Enemy Physical Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-dmg(1) 1-1	scha	
prefix	magicprefix.txt	1053	Breaching	-# Enemy Physical Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-dmg(1) 1-2	ring, mcha	
prefix	magicprefix.txt	1054	Breaching	-# Enemy Physical Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-dmg(1) 1-3	amul, glov, boot, belt, helm, lcha	
prefix	magicprefix.txt	1055	Breaching	-# Enemy Physical Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-dmg(1) 1-4	shld, weap	
prefix	magicprefix.txt	1056	Breaching	-# Enemy Physical Resistance	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-dmg(1) 2-8	tors	
prefix	magicprefix.txt	1057	Chaotic	+# Skill Tab (Class)	1	1	yes	125	1	50	35	-15				42	36	-6	skilltab(23) 1-1	lcha	
prefix	magicprefix.txt	1058	Sullied	+# Skill Tab (Class)	1	1	yes	125	1	50	35	-15				42	36	-6	skilltab(22) 1-1	lcha	
prefix	magicprefix.txt	1059	Fiendish	+# Skill Tab (Class)	1	1	yes	125	1	50	35	-15				42	36	-6	skilltab(21) 1-1	lcha	
prefix	magicprefix.txt	1060	Chaotic	+# Skill Tab (Class)	1	1	yes	125	1	20	14	-6				15	13	-2	skilltab(23) 1-1	knif, grim, amul, circ	
prefix	magicprefix.txt	1061	Erratic	+# Skill Tab (Class)	1	1	yes	125	1	40	28	-12				30	26	-4	skilltab(23) 2-2	knif, grim, amul, circ	
prefix	magicprefix.txt	1062	Torrid	+# Skill Tab (Class)	1	1	yes	125	1	60	42	-18				45	38	-7	skilltab(23) 3-3	knif, grim, amul, circ	
prefix	magicprefix.txt	1063	Sullied	+# Skill Tab (Class)	1	1	yes	125	1	20	14	-6				15	13	-2	skilltab(22) 1-1	knif, grim, amul, swor, circ	tkni
prefix	magicprefix.txt	1064	TaintedAffix	+# Skill Tab (Class)	1	1	yes	125	1	40	28	-12				30	26	-4	skilltab(22) 2-2	knif, grim, amul, swor, circ	tkni
prefix	magicprefix.txt	1065	Forbidden	+# Skill Tab (Class)	1	1	yes	125	1	60	42	-18				45	38	-7	skilltab(22) 3-3	knif, grim, amul, swor, circ	tkni
prefix	magicprefix.txt	1066	Fiendish	+# Skill Tab (Class)	1	1	yes	125	1	20	14	-6				15	13	-2	skilltab(21) 1-1	knif, grim, amul, circ	
prefix	magicprefix.txt	1067	Dreadful	+# Skill Tab (Class)	1	1	yes	125	1	40	28	-12				30	26	-4	skilltab(21) 2-2	knif, grim, amul, circ	
prefix	magicprefix.txt	1068	Malevolent	+# Skill Tab (Class)	1	1	yes	125	1	60	42	-18				45	38	-7	skilltab(21) 3-3	knif, grim, amul, circ	
prefix	magicprefix.txt	1069	Devil's	+# Warlock Skill Levels	1	1	yes	125	4	36	25	-11				27	23	-4	war 1-1	amul, circ	
prefix	magicprefix.txt	1070	Arch-Devil's	+# Warlock Skill Levels	1	1	yes	125	2	90	63	-27				67	57	-10	war 2-2	amul, circ	
prefix	magicprefix.txt	1071	Devil's	+# Warlock Skill Levels	1	1	yes	125	4	30	21	-9				22	19	-3	war 1-1	knif, grim	
prefix	magicprefix.txt	1072	Arch-Devil's	+# Warlock Skill Levels	1	1	yes	125	2	50	35	-15				42	36	-6	war 2-2	knif, grim	
prefix	magicprefix.txt	1073	Virulent	Poison Property Group	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-pois(1) 2-8; Virulent-Affix1 0-1; Virulent-Affix2 0-1	lcha	
prefix	magicprefix.txt	1074	Incendiary	Fire Property Group	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-fire(1) 2-8; Gelid-Affix1 0-1; Gelid-Affix2 0-1	lcha	
prefix	magicprefix.txt	1075	Gelid	Cold Property GRoup	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-cold(1) 2-8; Magnetic-Affix1 0-1; Magnetic-Affix2 0-1	tors	
prefix	magicprefix.txt	1076	Magnetic	Lightning Property Group	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-ltng(1) 2-8; Incendiary-Affix1 0-1; Incendiary-Affix2 0-1	tors	
prefix	magicprefix.txt	1077	Mystical	Magic Property Group	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-mag(1) 2-8; Breaching-Affix1 0-1; Breaching-Affix2 0-1	tors	
prefix	magicprefix.txt	1078	Breaching	Physical Property Group	0	1	yes	307	1	92	64	-28				75	64	-11	pierce-dmg(1) 2-8; Mystical-Affix1 0-1; Mystical-Affix2 0-1	tors	
prefix	magicprefix.txt	1079	Apprentice	+# to Warlock [Skill] ([Class] only)	1	0	no	213	3	25	25	0				20	20	0	skill-rand(1) 373-402; str 2-3; enr 2-3	mcha	
prefix	magicprefix.txt	1080	Adept	+# to Warlock [Skill] ([Class] only)	1	0	no	213	2	55	55	0				50	50	0	skill-rand(2) 373-402; str 4-6; enr 4-6	mcha	
prefix	magicprefix.txt	1081	Shadowed	+# to Warlock [Skill] ([Class] only)	1	0	no	213	1	81	81	0				80	80	0	skill-rand(3) 373-402; str 8-10; enr 8-10	mcha	
prefix	magicprefix.txt	1082	Devil's	+# to Warlock skill tab 21	1	1	yes	125	2	50	35	-15				42	36	-6	skilltab(21) 1-1	glov	
prefix	magicprefix.txt	1083	Devil's	+# to Warlock skill tab 22	1	1	yes	125	2	50	35	-15				42	36	-6	skilltab(22) 1-1	glov	
prefix	magicprefix.txt	1084	Devil's	+# to Warlock skill tab 23	1	1	yes	125	2	50	35	-15				42	36	-6	skilltab(23) 1-1	glov	
prefix	magicprefix.txt	1085	Devil's	+2 to [Skill] (Warlock only)	1	1	yes	201	2	35	25	-10				30	26	-4	skill-rand(2) 373-402	amul, circ, belt, ring	
prefix	magicprefix.txt	1086	Devil's	+3 to [Skill] (Warlock only)	1	1	yes	201	2	55	39	-16				50	43	-7	skill-rand(3) 373-402	amul, circ, belt, ring	
prefix	magicprefix.txt	1087	Devil's	+4 to [Skill] (Warlock only)	1	1	yes	201	2	75	53	-22				65	55	-10	skill-rand(4) 373-402	amul, circ, belt, ring	
prefix	magicprefix.txt	1088	Devil's	+5 to [Skill] (Warlock only)	1	1	yes	201	2	85	59	-26				75	64	-11	skill-rand(5) 373-402	amul, circ, belt, ring	
prefix	magicprefix.txt	1089	Sturdy	+# to Life	1	1	yes	220	9	1	1	0	85	59	-26	1	1	0	hp 5-10	misl	
prefix	magicprefix.txt	1090	Sturdy	+# to Life	1	1	yes	220	6	45	31	-14				20	17	-3	hp 15-25	misl	
prefix	magicprefix.txt	1091	Sturdy	+# to Life	1	1	yes	220	3	80	56	-24				50	43	-7	hp 30-40	misl	
prefix	magicprefix.txt	1092	Lizard's	+# to Mana	1	1	yes	220	9	1	1	0	85	59	-26	1	1	0	mana 5-10	misl	
prefix	magicprefix.txt	1093	Lizard's	+# to Mana	1	1	yes	220	6	45	31	-14				20	17	-3	mana 15-25	misl	
prefix	magicprefix.txt	1094	Lizard's	+# to Mana	1	1	yes	220	3	80	56	-24				50	43	-7	mana 30-40	misl	
prefix	magicprefix.txt	1095	Sharp	+# to Attack Rating	1	1	yes	221	9	1	1	0	85	59	-26	1	1	0	att 5-10	misl	
prefix	magicprefix.txt	1096	Sharp	+# to Attack Rating	1	1	yes	221	6	45	31	-14				20	17	-3	att 20-30	misl	
prefix	magicprefix.txt	1097	Sharp	+# to Attack Rating	1	1	yes	221	3	80	56	-24				50	43	-7	att 50-100	misl	
prefix	magicprefix.txt	1098	Jagged	+#% Enhanced Damage	1	1	yes	222	9	1	1	0	85	59	-26	1	1	0	dmg% 5-10	misl	
prefix	magicprefix.txt	1099	Jagged	+#% Enhanced Damage	1	1	yes	222	6	45	31	-14				30	26	-4	dmg% 20-30	misl	
prefix	magicprefix.txt	1100	Jagged	+#% Enhanced Damage	1	1	yes	222	3	80	56	-24				60	51	-9	dmg% 30-50	misl	
prefix	magicprefix.txt	1101	Jagged	+# to Minimum Damage & +# to Maximum Damage	1	1	yes	222	9	1	1	0	85	59	-26	1	1	0	dmg-min 1-3; dmg-max 3-5	misl	
prefix	magicprefix.txt	1102	Jagged	+# to Minimum Damage & +# to Maximum Damage	1	1	yes	222	6	45	31	-14				20	17	-3	dmg-min 3-5; dmg-max 5-10	misl	
prefix	magicprefix.txt	1103	Jagged	+# to Minimum Damage & +# to Maximum Damage	1	1	yes	222	3	80	56	-24				60	51	-9	dmg-min 10-20; dmg-max 20-30	misl	
prefix	magicprefix.txt	1104	Flaming	+# to Minimum Fire Damage & +# to Maximum Fire Damage	1	1	yes	223	9	1	1	0	85	59	-26	1	1	0	fire-min 1-3; fire-max 3-5	misl	
prefix	magicprefix.txt	1105	Flaming	+# to Minimum Fire Damage & +# to Maximum Fire Damage	1	1	yes	223	6	45	31	-14				20	17	-3	fire-min 3-5; fire-max 5-10	misl	
prefix	magicprefix.txt	1106	Flaming	+# to Minimum Fire Damage & +# to Maximum Fire Damage	1	1	yes	223	3	80	56	-24				60	51	-9	fire-min 10-20; fire-max 20-30	misl	
prefix	magicprefix.txt	1107	Shivering	+# to Minimum Cold Damage & +# to Maximum Cold Damage	1	1	yes	224	9	1	1	0	85	59	-26	1	1	0	cold-min 1-3; cold-max 3-5	misl	
prefix	magicprefix.txt	1108	Shivering	+# to Minimum Cold Damage & +# to Maximum Cold Damage	1	1	yes	224	6	45	31	-14				20	17	-3	cold-min 3-5; cold-max 5-10	misl	
prefix	magicprefix.txt	1109	Shivering	+# to Minimum Cold Damage & +# to Maximum Cold Damage	1	1	yes	224	3	80	56	-24				60	51	-9	cold-min 10-20; cold-max 20-30	misl	
prefix	magicprefix.txt	1110	Static	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	1	1	yes	225	9	1	1	0	85	59	-26	1	1	0	ltng-min 1-1; ltng-max 5-10	misl	
prefix	magicprefix.txt	1111	Static	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	1	1	yes	225	6	45	31	-14				20	17	-3	ltng-min 1-5; ltng-max 10-20	misl	
prefix	magicprefix.txt	1112	Static	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	1	1	yes	225	3	80	56	-24				60	51	-9	ltng-min 5-10; ltng-max 30-50	misl	
prefix	magicprefix.txt	1113	Corosive	+# to Minimum Poison Damage & +# to Maximum Poison Damage	1	1	yes	226	9	1	1	0	85	59	-26	1	1	0	dmg-pois(100) 30-50	misl	
prefix	magicprefix.txt	1114	Corosive	+# to Minimum Poison Damage & +# to Maximum Poison Damage	1	1	yes	226	6	45	31	-14				20	17	-3	dmg-pois(100) 100-150	misl	
prefix	magicprefix.txt	1115	Corosive	+# to Minimum Poison Damage & +# to Maximum Poison Damage	1	1	yes	226	3	80	56	-24				60	51	-9	dmg-pois(100) 300-600	misl	
prefix	magicprefix.txt	1116	Apprentice	+# to Minimum Magic Damage & +# to Maximum Magic Damage	1	1	yes	227	9	1	1	0	85	59	-26	1	1	0	dmg-mag 1-5	misl	
prefix	magicprefix.txt	1117	Apprentice	+# to Minimum Magic Damage & +# to Maximum Magic Damage	1	1	yes	227	6	45	31	-14				20	17	-3	dmg-mag 5-10	misl	
prefix	magicprefix.txt	1118	Apprentice	+# to Minimum Magic Damage & +# to Maximum Magic Damage	1	1	yes	227	3	80	56	-24				60	51	-9	dmg-mag 10-20	misl	
suffix	magicsuffix.txt	2	of Defense1	+# Defense & +#% Enhanced Damage	1	1	yes	61	60	12	8	-4				8	7	-1	ac 5-10	ring, amul	
suffix	magicsuffix.txt	3	of Defense1	+# Defense & +#% Enhanced Damage	1	1	yes	61	60	33	23	-10				27	23	-4	ac 11-25	ring, amul	
suffix	magicsuffix.txt	4	of Guarding	+# Defense & +#% Enhanced Damage	1	1	yes	61	60	51	36	-15				46	39	-7	ac 26-50	ring, amul	
suffix	magicsuffix.txt	5	of Craftsmanship	+# to Maximum Damage	1	1	yes	14	96	1	1	0	55	39	-16	1	1	0	dmg-max 1-2	amul, ring	
suffix	magicsuffix.txt	6	of Craftsmanship	+# to Maximum Damage	1	1	yes	14	96	22	15	-7				19	16	-3	dmg-max 3-4	amul, ring	
suffix	magicsuffix.txt	7	of Quality	+# to Maximum Damage	1	1	yes	14	96	53	37	-16				49	42	-7	dmg-max 5-7	amul, ring	
suffix	magicsuffix.txt	8	of Quality	+# to Maximum Damage	1	1	yes	14	96	77	54	-23				61	52	-9	dmg-max 8-10	amul, ring	
suffix	magicsuffix.txt	9	of Craftsmanship	+# to Maximum Damage	1	1	yes	14	192	1	1	0	20	14	-6	1	1	0	dmg-max 1-2	weap	wand, orb
suffix	magicsuffix.txt	10	of Quality	+# to Maximum Damage	1	1	yes	14	192	4	3	-1	30	21	-9	3	3	0	dmg-max 3-4	weap	wand, orb
suffix	magicsuffix.txt	11	of Maiming	+# to Maximum Damage	1	1	yes	14	192	7	5	-2	40	28	-12	5	4	-1	dmg-max 5-6	weap	wand, orb
suffix	magicsuffix.txt	12	of Slaying	+# to Maximum Damage	1	1	yes	14	192	11	8	-3	55	39	-16	8	7	-1	dmg-max 7-8	weap	wand, orb
suffix	magicsuffix.txt	13	of Gore	+# to Maximum Damage	1	1	yes	14	192	14	10	-4	65	46	-19	10	9	-1	dmg-max 9-10	weap	wand, orb
suffix	magicsuffix.txt	14	of Carnage	+# to Maximum Damage	1	1	yes	14	176	19	13	-6	80	56	-24	14	12	-2	dmg-max 11-14	weap	wand, orb
suffix	magicsuffix.txt	15	of Slaughter	+# to Maximum Damage	1	1	yes	14	168	25	18	-7				18	15	-3	dmg-max 15-20	weap	wand, orb
suffix	magicsuffix.txt	16	of Butchery	+# to Maximum Damage	1	1	yes	14	160	35	25	-10				27	23	-4	dmg-max 21-40	weap	wand, orb
suffix	magicsuffix.txt	17	of Evisceration	+# to Maximum Damage	1	1	yes	14	144	45	31	-14				37	31	-6	dmg-max 41-63	weap	wand, orb
suffix	magicsuffix.txt	18	of Evisceration	+# to Maximum Damage	1	1	yes	14	128	60	42	-18				50	43	-7	dmg-max 64-80	weap	wand, staf, orb
suffix	magicsuffix.txt	19	of Evisceration	+# to Maximum Damage	1	1	yes	14	112	73	51	-22				65	55	-10	dmg-max 81-100	weap	wand, staf, orb
suffix	magicsuffix.txt	20	of Evisceration	+# to Maximum Damage	1	1	yes	14	88	85	59	-26				79	67	-12	dmg-max 101-120	weap	wand, staf, orb
suffix	magicsuffix.txt	21	of Maiming	+# to Maximum Damage	1	1	yes	14	48	42	29	-13				34	29	-5	dmg-max 1-4	shld	
suffix	magicsuffix.txt	22	of Maiming	+# to Maximum Damage	1	1	yes	14	36	65	46	-19				51	43	-8	dmg-max 5-8	shld	
suffix	magicsuffix.txt	23	of Maiming	+# to Maximum Damage	1	1	yes	14	36	80	56	-24				68	58	-10	dmg-max 9-12	shld	
suffix	magicsuffix.txt	24	of Craftsmanship	+# to Maximum Damage	1	1	yes	14	48	1	1	0	7	5	-2	1	1	0	dmg-max 1-2	circ	
suffix	magicsuffix.txt	25	of Craftsmanship	+# to Maximum Damage	1	1	yes	14	48	12	8	-4	14	10	-4	10	9	-1	dmg-max 2-3	circ	
suffix	magicsuffix.txt	26	of Craftsmanship	+# to Maximum Damage	1	1	yes	14	48	24	17	-7	29	20	-9	22	19	-3	dmg-max 4-5	circ	
suffix	magicsuffix.txt	27	of Quality	+# to Maximum Damage	1	1	yes	14	48	37	26	-11				35	30	-5	dmg-max 6-7	circ	
suffix	magicsuffix.txt	28	of Quality	+# to Maximum Damage	1	1	yes	14	48	48	34	-14				46	39	-7	dmg-max 8-9	circ	
suffix	magicsuffix.txt	29	of Maiming	+# to Maximum Damage	1	1	yes	14	48	66	46	-20				62	53	-9	dmg-max 10-12	circ	
suffix	magicsuffix.txt	30	of Maiming	+# to Maximum Damage	1	1	yes	14	48	79	55	-24				74	63	-11	dmg-max 13-15	circ	
suffix	magicsuffix.txt	31	of Ire	+# to Maximum Damage	1	1	yes	14	48	4	3	-1				3	3	0	dmg-max 2-5	jewl	
suffix	magicsuffix.txt	32	of Wrath	+# to Maximum Damage	1	1	yes	14	48	16	11	-5				11	9	-2	dmg-max 6-9	jewl	
suffix	magicsuffix.txt	33	of Carnage	+# to Maximum Damage	1	1	yes	14	48	35	25	-10				30	26	-4	dmg-max 10-15	jewl	
suffix	magicsuffix.txt	34	of Carnage	+# to Maximum Damage	1	1	yes	14	48	67	47	-20				55	47	-8	dmg-max 16-20	jewl	
suffix	magicsuffix.txt	35	of Worth	+# to Minimum Damage	1	1	yes	15	96	1	1	0	20	14	-6	1	1	0	dmg-min 1-2	weap	orb, wand
suffix	magicsuffix.txt	36	of Measure	+# to Minimum Damage	1	1	yes	15	84	12	8	-4	30	21	-9	9	8	-1	dmg-min 3-4	weap	orb, wand
suffix	magicsuffix.txt	37	of Excellence	+# to Minimum Damage	1	1	yes	15	72	24	17	-7	45	31	-14	18	15	-3	dmg-min 5-8	weap	orb, wand
suffix	magicsuffix.txt	38	of Performance	+# to Minimum Damage	1	1	yes	15	60	48	34	-14	55	39	-16	40	34	-6	dmg-min 9-14	weap	orb, wand
suffix	magicsuffix.txt	39	of Transcendence	+# to Minimum Damage	1	1	yes	15	48	76	53	-23	65	53	-12	68	58	-10	dmg-min 15-20	weap	orb, wand
suffix	magicsuffix.txt	40	of Transcendence	+# to Minimum Damage	1	1	yes	15	36	82	57	-25				75	64	-11	dmg-min 30-40	weap	orb, wand
suffix	magicsuffix.txt	41	of Transcendence	+# to Minimum Damage	1	1	yes	15	24	85	59	-26				83	71	-12	dmg-min 50-60	weap	orb, wand
suffix	magicsuffix.txt	42	of Worth	+# to Minimum Damage	1	1	yes	15	32	15	11	-4				11	9	-2	dmg-min 2-3	ring, amul, circ	
suffix	magicsuffix.txt	43	of Measure	+# to Minimum Damage	1	1	yes	15	32	37	26	-11				29	25	-4	dmg-min 4-5	ring, amul, circ	
suffix	magicsuffix.txt	44	of Excellence	+# to Minimum Damage	1	1	yes	15	32	59	41	-18				51	43	-8	dmg-min 6-9	ring, amul, circ	
suffix	magicsuffix.txt	45	of Performance	+# to Minimum Damage	1	1	yes	15	32	81	57	-24				73	62	-11	dmg-min 10-13	ring, amul, circ	
suffix	magicsuffix.txt	46	of Joyfulness	+# to Minimum Damage	1	1	yes	15	32	5	4	-1	50	35	-15	3	3	0	dmg-min 1-4	jewl	
suffix	magicsuffix.txt	47	of Bliss	+# to Minimum Damage	1	1	yes	15	32	43	30	-13				37	31	-6	dmg-min 5-10	jewl	
suffix	magicsuffix.txt	48	of Frost	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	60	4	3	-1	35	25	-10	3	3	0	cold-min 1-1; cold-max 1-2; cold-len 50-50	weap	wand, orb
suffix	magicsuffix.txt	49	of the Icicle	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	48	13	9	-4	50	35	-15	9	8	-1	cold-min 1-1; cold-max 3-4; cold-len 75-75	weap	wand, orb
suffix	magicsuffix.txt	50	of the Glacier	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	36	27	19	-8	70	49	-21	20	17	-3	cold-min 2-4; cold-max 4-15; cold-len 100-100	weap	wand, orb
suffix	magicsuffix.txt	51	of Winter	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	24	45	31	-14				37	31	-6	cold-min 5-9; cold-max 16-50; cold-len 150-150	weap	wand, orb
suffix	magicsuffix.txt	52	of Winter	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	12	60	42	-18				50	43	-7	cold-min 20-30; cold-max 75-100; cold-len 150-150	weap	wand, orb
suffix	magicsuffix.txt	53	of Winter	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	12	80	56	-24				75	64	-11	cold-min 35-45; cold-max 100-150; cold-len 150-150	weap	wand, orb
suffix	magicsuffix.txt	54	of Frost	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	24	55	39	-16				41	35	-6	cold-min 1-1; cold-max 3-6; cold-len 75-75	belt, amul	
suffix	magicsuffix.txt	55	of Frigidity	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	24	65	46	-19				55	47	-8	cold-min 1-1; cold-max 7-10; cold-len 100-100	belt, amul	
suffix	magicsuffix.txt	56	of the Icicle	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	24	75	53	-22				68	58	-10	cold-min 2-3; cold-max 11-15; cold-len 125-125	belt, amul	
suffix	magicsuffix.txt	57	of the Glacier	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	24	85	59	-26				81	69	-12	cold-min 4-5; cold-max 16-25; cold-len 150-150	belt, amul	
suffix	magicsuffix.txt	58	of Frigidity	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	24	16	11	-5				12	10	-2	cold-min 1-1; cold-max 3-5; cold-len 50-50	jewl	
suffix	magicsuffix.txt	59	of the Icicle	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	24	37	26	-11				29	25	-4	cold-min 2-3; cold-max 6-10; cold-len 75-75	jewl	
suffix	magicsuffix.txt	60	of the Glacier	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	1	1	yes	10	24	58	41	-17				50	43	-7	cold-min 4-5; cold-max 11-15; cold-len 100-100	jewl	
suffix	magicsuffix.txt	61	of Flame	+# to Minimum Fire Damage & +# to Maximum Fire Damage	1	1	yes	12	60	4	3	-1	35	25	-10	3	3	0	fire-min 1-1; fire-max 2-5	weap	wand, orb
suffix	magicsuffix.txt	62	of Fire	+# to Minimum Fire Damage & +# to Maximum Fire Damage	1	1	yes	12	48	15	11	-4	50	35	-15	11	9	-2	fire-min 1-4; fire-max 6-11	weap	wand, orb
suffix	magicsuffix.txt	63	of Burning	+# to Minimum Fire Damage & +# to Maximum Fire Damage	1	1	yes	12	36	25	18	-7	70	49	-21	18	15	-3	fire-min 5-9; fire-max 10-20	weap	wand, orb
suffix	magicsuffix.txt	64	of Incineration	+# to Minimum Fire Damage & +# to Maximum Fire Damage	1	1	yes	12	24	43	30	-13				35	30	-5	fire-min 10-20; fire-max 21-75	weap	wand, orb
suffix	magicsuffix.txt	65	of Incineration	+# to Minimum Fire Damage & +# to Maximum Fire Damage	1	1	yes	12	12	60	42	-18				50	43	-7	fire-min 40-60; fire-max 170-200	weap	wand, orb
suffix	magicsuffix.txt	66	of Incineration	+# to Minimum Fire Damage & +# to Maximum Fire Damage	1	1	yes	12	12	80	56	-24				75	64	-11	fire-min 75-100; fire-max 200-250	weap	wand, orb
