side	source_file	source_line	candidate_id	candidate	operation	name	group	level_before	level_after	levelreq_before	levelreq_after	maxlevel_before	maxlevel_after	frequency_before	frequency_after	mods	itypes	etypes
prefix	magicprefix.txt	1094	greater-missile-prefix	Greater missile prefixes	add_late_duplicate	Lizard's	220	80	80	50	43			3	3	mana 30-40	misl	
prefix	magicprefix.txt	1097	greater-missile-prefix	Greater missile prefixes	convert_existing_to_early	Sharp	221	80	56	50	43		79	3	2	att 50-100	misl	
prefix	magicprefix.txt	1097	greater-missile-prefix	Greater missile prefixes	add_late_duplicate	Sharp	221	80	80	50	43			3	3	att 50-100	misl	
prefix	magicprefix.txt	1100	greater-missile-prefix	Greater missile prefixes	convert_existing_to_early	Jagged	222	80	56	60	51		79	3	2	dmg% 30-50	misl	
prefix	magicprefix.txt	1100	greater-missile-prefix	Greater missile prefixes	add_late_duplicate	Jagged	222	80	80	60	51			3	3	dmg% 30-50	misl	
prefix	magicprefix.txt	1103	greater-missile-prefix	Greater missile prefixes	convert_existing_to_early	Jagged	222	80	56	60	51		79	3	2	dmg-min 10-20; dmg-max 20-30	misl	
prefix	magicprefix.txt	1103	greater-missile-prefix	Greater missile prefixes	add_late_duplicate	Jagged	222	80	80	60	51			3	3	dmg-min 10-20; dmg-max 20-30	misl	
prefix	magicprefix.txt	1106	greater-missile-prefix	Greater missile prefixes	convert_existing_to_early	Flaming	223	80	56	60	51		79	3	2	fire-min 10-20; fire-max 20-30	misl	
prefix	magicprefix.txt	1106	greater-missile-prefix	Greater missile prefixes	add_late_duplicate	Flaming	223	80	80	60	51			3	3	fire-min 10-20; fire-max 20-30	misl	
prefix	magicprefix.txt	1109	greater-missile-prefix	Greater missile prefixes	convert_existing_to_early	Shivering	224	80	56	60	51		79	3	2	cold-min 10-20; cold-max 20-30	misl	
prefix	magicprefix.txt	1109	greater-missile-prefix	Greater missile prefixes	add_late_duplicate	Shivering	224	80	80	60	51			3	3	cold-min 10-20; cold-max 20-30	misl	
prefix	magicprefix.txt	1112	greater-missile-prefix	Greater missile prefixes	convert_existing_to_early	Static	225	80	56	60	51		79	3	2	ltng-min 5-10; ltng-max 30-50	misl	
prefix	magicprefix.txt	1112	greater-missile-prefix	Greater missile prefixes	add_late_duplicate	Static	225	80	80	60	51			3	3	ltng-min 5-10; ltng-max 30-50	misl	
prefix	magicprefix.txt	1115	greater-missile-prefix	Greater missile prefixes	convert_existing_to_early	Corosive	226	80	56	60	51		79	3	2	dmg-pois(100) 300-600	misl	
prefix	magicprefix.txt	1115	greater-missile-prefix	Greater missile prefixes	add_late_duplicate	Corosive	226	80	80	60	51			3	3	dmg-pois(100) 300-600	misl	
prefix	magicprefix.txt	1118	greater-missile-prefix	Greater missile prefixes	convert_existing_to_early	Apprentice	227	80	56	60	51		79	3	2	dmg-mag 10-20	misl	
prefix	magicprefix.txt	1118	greater-missile-prefix	Greater missile prefixes	add_late_duplicate	Apprentice	227	80	80	60	51			3	3	dmg-mag 10-20	misl	
suffix	magicsuffix.txt	130	greater-anima	Greater Anima	convert_existing_to_early	of Life Everlasting	1	45	31	37	31		44	48	24	red-dmg 10-25	amul, circ	
suffix	magicsuffix.txt	130	greater-anima	Greater Anima	add_late_duplicate	of Life Everlasting	1	45	45	37	31			48	48	red-dmg 10-25	amul, circ	
suffix	magicsuffix.txt	134	greater-anima	Greater Anima	convert_existing_to_early	of Anima	1	51	36	43	37		50	48	24	red-dmg 8-15	tors, shld, circ	
suffix	magicsuffix.txt	134	greater-anima	Greater Anima	add_late_duplicate	of Anima	1	51	51	43	37			48	48	red-dmg 8-15	tors, shld, circ	
suffix	magicsuffix.txt	129	greater-anima	Greater Anima	convert_existing_to_early	of Life	1	35	25	26	22		34	48	24	red-dmg 6-10	amul, circ, ring	
suffix	magicsuffix.txt	129	greater-anima	Greater Anima	add_late_duplicate	of Life	1	35	35	26	22			48	48	red-dmg 6-10	amul, circ, ring	
suffix	magicsuffix.txt	144	greater-negation	Greater Negation	convert_existing_to_early	of Guarding	2	66	46	53	45		65	48	24	res-mag 10-13	amul, orb, circ, tors, shld	
suffix	magicsuffix.txt	144	greater-negation	Greater Negation	add_late_duplicate	of Guarding	2	66	66	53	45			48	48	res-mag 10-13	amul, orb, circ, tors, shld	
suffix	magicsuffix.txt	145	greater-negation	Greater Negation	convert_existing_to_early	of Negation	2	84	59	72	61		83	48	24	res-mag 14-20	shld, orb, circ, tors	
suffix	magicsuffix.txt	145	greater-negation	Greater Negation	add_late_duplicate	of Negation	2	84	84	72	61			48	48	res-mag 14-20	shld, orb, circ, tors	
suffix	magicsuffix.txt	138	greater-negation	Greater Negation	convert_existing_to_early	of Negation	2	42	29	35	30		41	48	24	red-mag 7-8	amul, orb, circ, ring	
suffix	magicsuffix.txt	138	greater-negation	Greater Negation	add_late_duplicate	of Negation	2	42	42	35	30			48	48	red-mag 7-8	amul, orb, circ, ring	
suffix	magicsuffix.txt	143	greater-negation	Greater Negation	convert_existing_to_early	of the Sentinel	2	42	29	31	26		41	48	24	res-mag 6-9	ring, amul, orb, circ, tors, shld	
suffix	magicsuffix.txt	143	greater-negation	Greater Negation	add_late_duplicate	of the Sentinel	2	42	42	31	26			48	48	res-mag 6-9	ring, amul, orb, circ, tors, shld	
suffix	magicsuffix.txt	158	greater-coalescence	Greater Coalescence	convert_existing_to_early	of Fire Coalescence1	3	87	61	80	68		86	12	6	abs-fire% 16-25	weap, amul, ring, shld	
suffix	magicsuffix.txt	158	greater-coalescence	Greater Coalescence	add_late_duplicate	of Fire Coalescence1	3	87	87	80	68			12	12	abs-fire% 16-25	weap, amul, ring, shld	
suffix	magicsuffix.txt	171	greater-coalescence	Greater Coalescence	convert_existing_to_early	of Lightning Coalescence1	3	87	61	80	68		86	12	6	abs-ltng% 16-25	weap, amul, ring, shld	
suffix	magicsuffix.txt	171	greater-coalescence	Greater Coalescence	add_late_duplicate	of Lightning Coalescence1	3	87	87	80	68			12	12	abs-ltng% 16-25	weap, amul, ring, shld	
suffix	magicsuffix.txt	184	greater-coalescence	Greater Coalescence	convert_existing_to_early	of Chilling Coalescence1	3	87	61	80	68		86	12	6	abs-cold% 16-25	weap, amul, ring, shld	
suffix	magicsuffix.txt	184	greater-coalescence	Greater Coalescence	add_late_duplicate	of Chilling Coalescence1	3	87	87	80	68			12	12	abs-cold% 16-25	weap, amul, ring, shld	
suffix	magicsuffix.txt	340	greater-thorns	Greater Thorns	convert_existing_to_early	of Thorns	6	67	47	62	53		66	48	24	thorns/lvl(12) -	tors, shld	
suffix	magicsuffix.txt	340	greater-thorns	Greater Thorns	add_late_duplicate	of Thorns	6	67	67	62	53			48	48	thorns/lvl(12) -	tors, shld	
suffix	magicsuffix.txt	344	greater-thorns	Greater Thorns	convert_existing_to_early	of Swords	6	65	46	55	47		64	24	12	thorns 41-50	tors, shld, circ, belt	
suffix	magicsuffix.txt	344	greater-thorns	Greater Thorns	add_late_duplicate	of Swords	6	65	65	55	47			24	24	thorns 41-50	tors, shld, circ, belt	
suffix	magicsuffix.txt	345	greater-thorns	Greater Thorns	convert_existing_to_early	of Malice	6	60	42	48	41		59	48	24	thorns 8-15	jewl	
suffix	magicsuffix.txt	345	greater-thorns	Greater Thorns	add_late_duplicate	of Malice	6	60	60	48	41			48	48	thorns 8-15	jewl	
suffix	magicsuffix.txt	328	greater-quickness	Greater Quickness	convert_existing_to_early	of Alacrity	7	25	18	17	14		24	72	36	swing2 20-20	weap	wand, orb
suffix	magicsuffix.txt	328	greater-quickness	Greater Quickness	add_late_duplicate	of Alacrity	7	25	25	17	14			72	72	swing2 20-20	weap	wand, orb
suffix	magicsuffix.txt	330	greater-quickness	Greater Quickness	convert_existing_to_early	of Quickness	7	46	32	38	32		45	60	30	swing3 40-40	mele	wand, staf, orb
suffix	magicsuffix.txt	330	greater-quickness	Greater Quickness	add_late_duplicate	of Quickness	7	46	46	38	32			60	60	swing3 40-40	mele	wand, staf, orb
suffix	magicsuffix.txt	334	greater-quickness	Greater Quickness	convert_existing_to_early	of Fervor	7	39	27	31	26		38	48	24	swing1 15-15	jewl	
suffix	magicsuffix.txt	334	greater-quickness	Greater Quickness	add_late_duplicate	of Fervor	7	39	39	31	26			48	48	swing1 15-15	jewl	
suffix	magicsuffix.txt	331	greater-quickness	Greater Quickness	convert_existing_to_early	of Alacrity	7	43	30	35	30		42	48	24	swing2 20-20	glov	
suffix	magicsuffix.txt	331	greater-quickness	Greater Quickness	add_late_duplicate	of Alacrity	7	43	43	35	30			48	48	swing2 20-20	glov	
suffix	magicsuffix.txt	374	greater-deflecting	Greater Deflecting	convert_existing_to_early	of Deflecting	8	11	8	8	7		10	76	38	block 20-30; block2 30-30	shld	
suffix	magicsuffix.txt	374	greater-deflecting	Greater Deflecting	add_late_duplicate	of Deflecting	8	11	11	8	7			76	76	block 20-30; block2 30-30	shld	
suffix	magicsuffix.txt	375	greater-magus	Greater Magus	convert_existing_to_early	of the Apprentice	9	5	4	3	3		4	72	36	cast1 10-10	rod, ring, amul, orb, circ	
suffix	magicsuffix.txt	375	greater-magus	Greater Magus	add_late_duplicate	of the Apprentice	9	5	5	3	3			72	72	cast1 10-10	rod, ring, amul, orb, circ	
suffix	magicsuffix.txt	376	greater-magus	Greater Magus	convert_existing_to_early	of the Magus	9	29	20	21	18		28	60	30	cast3 20-20	rod, orb, circ	scep
suffix	magicsuffix.txt	376	greater-magus	Greater Magus	add_late_duplicate	of the Magus	9	29	29	21	18			60	60	cast3 20-20	rod, orb, circ	scep
suffix	magicsuffix.txt	53	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Winter	10	80	56	75	64		79	12	6	cold-min 35-45; cold-max 100-150; cold-len 150-150	weap	wand, orb
suffix	magicsuffix.txt	53	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Winter	10	80	80	75	64			12	12	cold-min 35-45; cold-max 100-150; cold-len 150-150	weap	wand, orb
suffix	magicsuffix.txt	66	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Incineration	12	80	56	75	64		79	12	6	fire-min 75-100; fire-max 200-250	weap	wand, orb
suffix	magicsuffix.txt	66	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Incineration	12	80	80	75	64			12	12	fire-min 75-100; fire-max 200-250	weap	wand, orb
suffix	magicsuffix.txt	79	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Storms	13	75	53	68	58		74	12	6	ltng-min 1-20; ltng-max 300-350	weap	wand, orb
suffix	magicsuffix.txt	79	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Storms	13	75	75	68	58			12	12	ltng-min 1-20; ltng-max 300-350	weap	wand, orb
suffix	magicsuffix.txt	90	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Anthrax	16	33	23	25	21		32	24	12	dmg-pois(150) 171-171	weap, circ	rod, orb
suffix	magicsuffix.txt	90	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Anthrax	16	33	33	25	21			24	24	dmg-pois(150) 171-171	weap, circ	rod, orb
suffix	magicsuffix.txt	57	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of the Glacier	10	85	59	81	69		84	24	12	cold-min 4-5; cold-max 16-25; cold-len 150-150	belt, amul	
suffix	magicsuffix.txt	57	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of the Glacier	10	85	85	81	69			24	24	cold-min 4-5; cold-max 16-25; cold-len 150-150	belt, amul	
suffix	magicsuffix.txt	70	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Burning	12	80	56	74	63		79	24	12	fire-min 11-25; fire-max 31-50	glov, ring, amul	
suffix	magicsuffix.txt	70	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Burning	12	80	80	74	63			24	24	fire-min 11-25; fire-max 31-50	glov, ring, amul	
suffix	magicsuffix.txt	83	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Storms	13	86	60	80	68		85	24	12	ltng-min 1-1; ltng-max 76-100	boot, ring, amul	
suffix	magicsuffix.txt	83	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Storms	13	86	86	80	68			24	24	ltng-min 1-1; ltng-max 76-100	boot, ring, amul	
suffix	magicsuffix.txt	93	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Blight	16	85	59	72	61		84	12	6	dmg-pois(75) 377-377	ring, amul	
suffix	magicsuffix.txt	93	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Blight	16	85	85	72	61			12	12	dmg-pois(75) 377-377	ring, amul	
suffix	magicsuffix.txt	60	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of the Glacier	10	58	41	50	43		57	24	12	cold-min 4-5; cold-max 11-15; cold-len 100-100	jewl	
suffix	magicsuffix.txt	60	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of the Glacier	10	58	58	50	43			24	24	cold-min 4-5; cold-max 11-15; cold-len 100-100	jewl	
suffix	magicsuffix.txt	73	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Burning	12	57	40	49	42		56	24	12	fire-min 11-25; fire-max 31-50	jewl	
suffix	magicsuffix.txt	73	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Burning	12	57	57	49	42			24	24	fire-min 11-25; fire-max 31-50	jewl	
suffix	magicsuffix.txt	86	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Thunder	13	57	40	49	42		56	24	12	ltng-min 1-1; ltng-max 61-100	jewl	
suffix	magicsuffix.txt	86	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Thunder	13	57	57	49	42			24	24	ltng-min 1-1; ltng-max 61-100	jewl	
suffix	magicsuffix.txt	96	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Anthrax	16	77	54	66	56		76	24	12	dmg-pois(50) 309-309	jewl	
suffix	magicsuffix.txt	96	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Anthrax	16	77	77	66	56			24	24	dmg-pois(50) 309-309	jewl	
suffix	magicsuffix.txt	705	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Winter	10	81	57	81	69		80	6	3	cold-min 12-14; cold-max 20-25	lcha	
suffix	magicsuffix.txt	705	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Winter	10	81	81	81	69			6	6	cold-min 12-14; cold-max 20-25	lcha	
suffix	magicsuffix.txt	709	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Incineration	10	81	57	81	69		80	6	3	fire-min 10-15; fire-max 20-25	lcha	
suffix	magicsuffix.txt	709	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Incineration	10	81	81	81	69			6	6	fire-min 10-15; fire-max 20-25	lcha	
suffix	magicsuffix.txt	713	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Storms	10	81	57	81	69		80	6	3	ltng-min 10-15; ltng-max 20-25	lcha	
suffix	magicsuffix.txt	713	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Storms	10	81	81	81	69			6	6	ltng-min 10-15; ltng-max 20-25	lcha	
suffix	magicsuffix.txt	717	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	convert_existing_to_early	of Anthrax	10	81	57	81	69		80	6	3	dmg-pois(125) 120-140	lcha	
suffix	magicsuffix.txt	717	greater-jewelry-elemental-suffix	Greater jewelry elemental damage	add_late_duplicate	of Anthrax	10	81	81	81	69			6	6	dmg-pois(125) 120-140	lcha	
suffix	magicsuffix.txt	20	greater-evisceration	Greater Evisceration	convert_existing_to_early	of Evisceration	14	85	59	79	67		84	88	44	dmg-max 101-120	weap	wand, staf, orb
suffix	magicsuffix.txt	20	greater-evisceration	Greater Evisceration	add_late_duplicate	of Evisceration	14	85	85	79	67			88	88	dmg-max 101-120	weap	wand, staf, orb
suffix	magicsuffix.txt	8	greater-evisceration	Greater Evisceration	convert_existing_to_early	of Quality	14	77	54	61	52		76	96	48	dmg-max 8-10	amul, ring	
suffix	magicsuffix.txt	8	greater-evisceration	Greater Evisceration	add_late_duplicate	of Quality	14	77	77	61	52			96	96	dmg-max 8-10	amul, ring	
suffix	magicsuffix.txt	23	greater-evisceration	Greater Evisceration	convert_existing_to_early	of Maiming	14	80	56	68	58		79	36	18	dmg-max 9-12	shld	
suffix	magicsuffix.txt	23	greater-evisceration	Greater Evisceration	add_late_duplicate	of Maiming	14	80	80	68	58			36	36	dmg-max 9-12	shld	
suffix	magicsuffix.txt	30	greater-evisceration	Greater Evisceration	convert_existing_to_early	of Maiming	14	79	55	74	63		78	48	24	dmg-max 13-15	circ	
suffix	magicsuffix.txt	30	greater-evisceration	Greater Evisceration	add_late_duplicate	of Maiming	14	79	79	74	63			48	48	dmg-max 13-15	circ	
suffix	magicsuffix.txt	34	greater-evisceration	Greater Evisceration	convert_existing_to_early	of Carnage	14	67	47	55	47		66	48	24	dmg-max 16-20	jewl	
suffix	magicsuffix.txt	34	greater-evisceration	Greater Evisceration	add_late_duplicate	of Carnage	14	67	67	55	47			48	48	dmg-max 16-20	jewl	
suffix	magicsuffix.txt	17	greater-evisceration	Greater Evisceration	convert_existing_to_early	of Evisceration	14	45	31	37	31		44	144	72	dmg-max 41-63	weap	wand, orb
suffix	magicsuffix.txt	17	greater-evisceration	Greater Evisceration	add_late_duplicate	of Evisceration	14	45	45	37	31			144	144	dmg-max 41-63	weap	wand, orb
suffix	magicsuffix.txt	41	greater-transcendence	Greater Transcendence	convert_existing_to_early	of Transcendence	15	85	59	83	71		84	24	12	dmg-min 50-60	weap	orb, wand
suffix	magicsuffix.txt	41	greater-transcendence	Greater Transcendence	add_late_duplicate	of Transcendence	15	85	85	83	71			24	24	dmg-min 50-60	weap	orb, wand
suffix	magicsuffix.txt	45	greater-transcendence	Greater Transcendence	convert_existing_to_early	of Performance	15	81	57	73	62		80	32	16	dmg-min 10-13	ring, amul, circ	
suffix	magicsuffix.txt	45	greater-transcendence	Greater Transcendence	add_late_duplicate	of Performance	15	81	81	73	62			32	32	dmg-min 10-13	ring, amul, circ	
suffix	magicsuffix.txt	47	greater-transcendence	Greater Transcendence	convert_existing_to_early	of Bliss	15	43	30	37	31		42	32	16	dmg-min 5-10	jewl	
suffix	magicsuffix.txt	47	greater-transcendence	Greater Transcendence	add_late_duplicate	of Bliss	15	43	43	37	31			32	32	dmg-min 5-10	jewl	
suffix	magicsuffix.txt	207	greater-perfection	Greater Perfection	convert_existing_to_early	of Nirvana	17	72	50	64	54		71	36	18	dex 21-30	amul, miss, circ	
suffix	magicsuffix.txt	207	greater-perfection	Greater Perfection	add_late_duplicate	of Nirvana	17	72	72	64	54			36	36	dex 21-30	amul, miss, circ	
suffix	magicsuffix.txt	222	greater-perfection	Greater Perfection	convert_existing_to_early	of Perfection	17	80	56	75	64		79	36	18	dex 20-30	tors, boot	glov
suffix	magicsuffix.txt	222	greater-perfection	Greater Perfection	add_late_duplicate	of Perfection	17	80	80	75	64			36	36	dex 20-30	tors, boot	glov
suffix	magicsuffix.txt	219	greater-perfection	Greater Perfection	convert_existing_to_early	of Daring	17	36	25	28	24		35	48	24	dex 7-9	jewl	
suffix	magicsuffix.txt	219	greater-perfection	Greater Perfection	add_late_duplicate	of Daring	17	36	36	28	24			48	48	dex 7-9	jewl	
suffix	magicsuffix.txt	212	greater-perfection	Greater Perfection	convert_existing_to_early	of Perfection	17	75	53	67	57		74	36	18	dex 16-20	ring, glov	
suffix	magicsuffix.txt	212	greater-perfection	Greater Perfection	add_late_duplicate	of Perfection	17	75	75	67	57			36	36	dex 16-20	ring, glov	
suffix	magicsuffix.txt	323	greater-balance	Greater Balance	convert_existing_to_early	of Balance	18	5	4	3	3		4	48	24	balance1 10-10	armo	glov
suffix	magicsuffix.txt	323	greater-balance	Greater Balance	add_late_duplicate	of Balance	18	5	5	3	3			48	48	balance1 10-10	armo	glov
suffix	magicsuffix.txt	324	greater-balance	Greater Balance	convert_existing_to_early	of Equilibrium	18	9	6	6	5		8	48	24	balance2 20-20	tors, belt, shld	
suffix	magicsuffix.txt	324	greater-balance	Greater Balance	add_late_duplicate	of Equilibrium	18	9	9	6	5			48	48	balance2 20-20	tors, belt, shld	
suffix	magicsuffix.txt	325	greater-balance	Greater Balance	convert_existing_to_early	of Stability	18	18	13	13	11		17	48	24	balance3 25-25	tors, belt	
suffix	magicsuffix.txt	325	greater-balance	Greater Balance	add_late_duplicate	of Stability	18	18	18	13	11			48	48	balance3 25-25	tors, belt	
suffix	magicsuffix.txt	326	greater-balance	Greater Balance	convert_existing_to_early	of Truth	18	44	31	36	31		43	48	24	balance1 7-7	jewl	
suffix	magicsuffix.txt	326	greater-balance	Greater Balance	add_late_duplicate	of Truth	18	44	44	36	31			48	48	balance1 7-7	jewl	
suffix	magicsuffix.txt	743	greater-balance	Greater Balance	convert_existing_to_early	of Balance	18	81	57	81	69		80	6	3	balance3 10-10	lcha	
suffix	magicsuffix.txt	743	greater-balance	Greater Balance	add_late_duplicate	of Balance	18	81	81	81	69			6	6	balance3 10-10	lcha	
suffix	magicsuffix.txt	308	greater-regeneration	Greater Regeneration	convert_existing_to_early	of Regeneration	19	70	49	52	44		69	48	24	regen 3-5	tors, weap, boot	scep
suffix	magicsuffix.txt	308	greater-regeneration	Greater Regeneration	add_late_duplicate	of Regeneration	19	70	70	52	44			48	48	regen 3-5	tors, weap, boot	scep
suffix	magicsuffix.txt	311	greater-regeneration	Greater Regeneration	convert_existing_to_early	of Revivification	19	38	27	30	26		37	48	24	regen 11-15	scep, amul, circ	
suffix	magicsuffix.txt	311	greater-regeneration	Greater Regeneration	add_late_duplicate	of Revivification	19	38	38	30	26			48	48	regen 11-15	scep, amul, circ	
suffix	magicsuffix.txt	307	greater-regeneration	Greater Regeneration	convert_existing_to_early	of Regeneration	19	40	28	30	26		39	48	24	regen 3-5	shld, glov	
suffix	magicsuffix.txt	307	greater-regeneration	Greater Regeneration	add_late_duplicate	of Regeneration	19	40	40	30	26			48	48	regen 3-5	shld, glov	
suffix	magicsuffix.txt	310	greater-regeneration	Greater Regeneration	convert_existing_to_early	of Regrowth	19	55	39	41	35		54	48	24	regen 6-9	belt, ring	
suffix	magicsuffix.txt	310	greater-regeneration	Greater Regeneration	add_late_duplicate	of Regrowth	19	55	55	41	35			48	48	regen 6-9	belt, ring	
suffix	magicsuffix.txt	312	greater-regeneration	Greater Regeneration	convert_existing_to_early	of Honor	19	47	33	35	30		46	48	24	regen 1-4	jewl	
suffix	magicsuffix.txt	312	greater-regeneration	Greater Regeneration	add_late_duplicate	of Honor	19	47	47	35	30			48	48	regen 1-4	jewl	
suffix	magicsuffix.txt	359	greater-wealth	Greater Wealth	convert_existing_to_early	of Wealth	21	17	12	12	10		16	48	24	gold% 41-80	boot, glov, belt, amul, circ	
suffix	magicsuffix.txt	359	greater-wealth	Greater Wealth	add_late_duplicate	of Wealth	21	17	17	12	10			48	48	gold% 41-80	boot, glov, belt, amul, circ	
suffix	magicsuffix.txt	360	greater-wealth	Greater Wealth	convert_existing_to_early	of Avarice	21	1	1	1	1		1	48	24	gold% 10-30	jewl	
suffix	magicsuffix.txt	360	greater-wealth	Greater Wealth	add_late_duplicate	of Avarice	21	1	1	1	1			48	48	gold% 10-30	jewl	
suffix	magicsuffix.txt	358	greater-wealth	Greater Wealth	convert_existing_to_early	of Greed	21	1	1	1	1		1	48	24	gold% 25-40	ring, amul, circ	
suffix	magicsuffix.txt	358	greater-wealth	Greater Wealth	add_late_duplicate	of Greed	21	1	1	1	1			48	48	gold% 25-40	ring, amul, circ	
suffix	magicsuffix.txt	354	greater-prosperity	Greater Prosperity	convert_existing_to_early	of Luck	22	53	37	48	41		52	48	24	mag% 36-50	amul, circ	
suffix	magicsuffix.txt	354	greater-prosperity	Greater Prosperity	add_late_duplicate	of Luck	22	53	53	48	41			48	48	mag% 36-50	amul, circ	
suffix	magicsuffix.txt	353	greater-prosperity	Greater Prosperity	convert_existing_to_early	of Luck	22	36	25	31	26		35	48	24	mag% 26-35	boot, amul, circ	
suffix	magicsuffix.txt	353	greater-prosperity	Greater Prosperity	add_late_duplicate	of Luck	22	36	36	31	26			48	48	mag% 26-35	boot, amul, circ	
suffix	magicsuffix.txt	357	greater-prosperity	Greater Prosperity	convert_existing_to_early	of Prosperity	22	80	56	75	64		79	12	6	mag% 16-20	jewl	
suffix	magicsuffix.txt	357	greater-prosperity	Greater Prosperity	add_late_duplicate	of Prosperity	22	80	80	75	64			12	12	mag% 16-20	jewl	
suffix	magicsuffix.txt	352	greater-prosperity	Greater Prosperity	convert_existing_to_early	of Fortune	22	26	18	19	16		25	48	24	mag% 21-25	boot, glov, amul, circ, ring	
suffix	magicsuffix.txt	352	greater-prosperity	Greater Prosperity	add_late_duplicate	of Fortune	22	26	26	19	16			48	48	mag% 21-25	boot, glov, amul, circ, ring	
suffix	magicsuffix.txt	248	greater-enlightenment	Greater Enlightenment	convert_existing_to_early	of Enlightenment	23	41	29	33	28		40	36	18	enr 21-30	amul, orb, circ, wand, staf	
suffix	magicsuffix.txt	248	greater-enlightenment	Greater Enlightenment	add_late_duplicate	of Enlightenment	23	41	41	33	28			36	36	enr 21-30	amul, orb, circ, wand, staf	
suffix	magicsuffix.txt	260	greater-enlightenment	Greater Enlightenment	convert_existing_to_early	of Knowledge	23	41	29	33	28		40	36	18	enr 7-9	jewl	
suffix	magicsuffix.txt	260	greater-enlightenment	Greater Enlightenment	add_late_duplicate	of Knowledge	23	41	41	33	28			36	36	enr 7-9	jewl	
suffix	magicsuffix.txt	257	greater-enlightenment	Greater Enlightenment	convert_existing_to_early	of Sorcery	23	26	18	21	18		25	36	18	enr 11-15	helm, scep	
suffix	magicsuffix.txt	257	greater-enlightenment	Greater Enlightenment	add_late_duplicate	of Sorcery	23	26	26	21	18			36	36	enr 11-15	helm, scep	
suffix	magicsuffix.txt	253	greater-enlightenment	Greater Enlightenment	convert_existing_to_early	of Wizardry	23	41	29	33	28		40	36	18	enr 16-20	ring	
suffix	magicsuffix.txt	253	greater-enlightenment	Greater Enlightenment	add_late_duplicate	of Wizardry	23	41	41	33	28			36	36	enr 16-20	ring	
suffix	magicsuffix.txt	288	greater-vita	Greater Vita	convert_existing_to_early	of the Whale	26	50	35	37	31		49	36	18	hp 81-100	tors, belt, amul, phlm, circ	
suffix	magicsuffix.txt	288	greater-vita	Greater Vita	add_late_duplicate	of the Whale	26	50	50	37	31			36	36	hp 81-100	tors, belt, amul, phlm, circ	
suffix	magicsuffix.txt	294	greater-vita	Greater Vita	convert_existing_to_early	of the Colosuss	26	75	53	67	57		74	36	18	hp 41-60	shld, pelt	
suffix	magicsuffix.txt	294	greater-vita	Greater Vita	add_late_duplicate	of the Colosuss	26	75	75	67	57			36	36	hp 41-60	shld, pelt	
suffix	magicsuffix.txt	299	greater-vita	Greater Vita	convert_existing_to_early	of the Mammoth	26	68	48	60	51		67	36	18	hp 31-40	club, hamm, mace, ring, helm	
suffix	magicsuffix.txt	299	greater-vita	Greater Vita	add_late_duplicate	of the Mammoth	26	68	68	60	51			36	36	hp 31-40	club, hamm, mace, ring, helm	
suffix	magicsuffix.txt	301	greater-vita	Greater Vita	convert_existing_to_early	of Hope	26	45	31	37	31		44	48	24	hp 9-20	jewl	
